03-22-2022	mo	VERSION: 2020_01_31

Temperatursteuerung:	automatisch (ILX-TEC) (AD590: 0.0,1.0,0.855)
Anfangstemperatur /°C:	30.1
Delta-Temperatur /°C:	5.0
Endtemperatur /°C:	30.1
Anzahl der Temperaturen:	1
aktuelle Temperatur-Nr:	1
aktuelle Temperatur /°C:	30.1

Stromquelle:	LDD5060	U_Messung
Startstrom /mA:	190.0
d-Strom /mA:	10.0
Maximalstrom /mA:	700.0
Anzahl der Ströme:	52
aktuelle Strom-Nr:
aktueller Strom /mA:
Art:	CW	keinePolarisation



Einstellspannung (E3631A_P6V): 0.0 ( 0.25) 3.0 V ; 0.75 V


Messfassungsnr.:	C030652








Messgeraet:	Q8384 (ADVANTEST)
Messgeraet:	FSUP/FSW





















Projektnummer:	9618
Projektverantwortlicher:	Wohlfeil
Lasertyp:	TPL
Wafer:	R1268-4
TF/Riegel/Chip:	070709
Prozess:	Z1-9581-TRA
Beschichtung:	Z1-9648-FAC
AVT-Losdokument:	Z2-2654-LCM

Laenge /µm:	6000
Breite /µm:	400
Lambda /nm:	820
Aufbauart:	p-up
Traegerart:	Chip
Traeger-Nr.:	C030652
Diodenname:	070709
Absorber /mA:	








Kommentar:	

Current (mA)	Frequency (GHz)	Intensity (dBm)	C_absorber (A)	Temperature (deg.C)
190.0	11.87079	-92.4445	0.086231	30.0
190.0	11.87142	-88.3252	0.086231	30.0
190.0	11.87205	-88.6438	0.086231	30.0
190.0	11.87268	-91.3414	0.086231	30.0
190.0	11.87331	-89.8052	0.086231	30.0
190.0	11.87394	-88.2930	0.086231	30.0
190.0	11.87457	-89.5363	0.086231	30.0
190.0	11.8752	-93.3040	0.086231	30.0
190.0	11.87583	-88.4397	0.086231	30.0
190.0	11.87646	-89.4403	0.086231	30.0
190.0	11.87709	-88.8780	0.086231	30.0
190.0	11.87772	-92.8039	0.086231	30.0
190.0	11.87835	-88.3065	0.086231	30.0
190.0	11.87898	-89.5597	0.086231	30.0
190.0	11.87961	-92.7766	0.086231	30.0
190.0	11.88024	-89.9285	0.086231	30.0
190.0	11.88087	-90.1155	0.086231	30.0
190.0	11.8815	-91.4481	0.086231	30.0
190.0	11.88213	-90.2847	0.086231	30.0
190.0	11.88276	-93.1283	0.086231	30.0
190.0	11.88339	-91.3839	0.086231	30.0
190.0	11.88402	-91.5937	0.086231	30.0
190.0	11.88465	-91.3265	0.086231	30.0
190.0	11.88528	-92.8004	0.086231	30.0
190.0	11.88591	-94.6575	0.086231	30.0
190.0	11.88654	-89.4681	0.086231	30.0
190.0	11.88717	-87.8992	0.086231	30.0
190.0	11.8878	-87.3893	0.086231	30.0
190.0	11.88843	-95.3907	0.086231	30.0
190.0	11.88906	-90.0760	0.086231	30.0
190.0	11.88969	-92.1631	0.086231	30.0
190.0	11.89032	-93.0286	0.086231	30.0
190.0	11.89095	-89.1261	0.086231	30.0
190.0	11.89158	-92.5602	0.086231	30.0
190.0	11.89221	-88.9176	0.086231	30.0
190.0	11.89284	-88.9583	0.086231	30.0
190.0	11.89347	-87.8935	0.086231	30.0
190.0	11.8941	-90.8664	0.086231	30.0
190.0	11.89473	-90.3248	0.086231	30.0
190.0	11.89536	-91.0467	0.086231	30.0
190.0	11.89599	-90.8664	0.086231	30.0
190.0	11.89662	-92.3455	0.086231	30.0
190.0	11.89725	-87.2292	0.086231	30.0
190.0	11.89788	-89.2523	0.086231	30.0
190.0	11.89851	-91.9175	0.086231	30.0
190.0	11.89914	-88.3638	0.086231	30.0
190.0	11.89977	-87.2272	0.086231	30.0
190.0	11.9004	-91.5959	0.086231	30.0
190.0	11.90103	-92.3616	0.086231	30.0
190.0	11.90166	-90.3854	0.086231	30.0
190.0	11.90229	-91.3738	0.086231	30.0
190.0	11.90292	-90.1185	0.086231	30.0
190.0	11.90355	-92.4327	0.086231	30.0
190.0	11.90418	-88.3714	0.086231	30.0
190.0	11.90481	-90.0893	0.086231	30.0
190.0	11.90544	-92.3840	0.086231	30.0
190.0	11.90607	-95.4655	0.086231	30.0
190.0	11.9067	-90.0666	0.086231	30.0
190.0	11.90733	-92.3901	0.086231	30.0
190.0	11.90796	-88.3583	0.086231	30.0
190.0	11.90859	-89.7627	0.086231	30.0
190.0	11.90922	-92.1388	0.086231	30.0
190.0	11.90985	-92.0999	0.086231	30.0
190.0	11.91048	-92.5319	0.086231	30.0
190.0	11.91111	-92.0752	0.086231	30.0
190.0	11.91174	-89.7954	0.086231	30.0
190.0	11.91237	-91.2941	0.086231	30.0
190.0	11.913	-91.4873	0.086231	30.0
190.0	11.91363	-87.1560	0.086231	30.0
190.0	11.91426	-92.9129	0.086231	30.0
190.0	11.91489	-92.6113	0.086231	30.0
190.0	11.91552	-89.1379	0.086231	30.0
190.0	11.91615	-87.2470	0.086231	30.0
190.0	11.91678	-89.1830	0.086231	30.0
190.0	11.91741	-94.5494	0.086231	30.0
190.0	11.91804	-93.4642	0.086231	30.0
190.0	11.91867	-89.9705	0.086231	30.0
190.0	11.9193	-89.6914	0.086231	30.0
190.0	11.91993	-89.7265	0.086231	30.0
190.0	11.92056	-91.1074	0.086231	30.0
190.0	11.92119	-90.0389	0.086231	30.0
190.0	11.92182	-93.8422	0.086231	30.0
190.0	11.92245	-88.3397	0.086231	30.0
190.0	11.92308	-87.3808	0.086231	30.0
190.0	11.92371	-90.7286	0.086231	30.0
190.0	11.92434	-87.3741	0.086231	30.0
190.0	11.92497	-87.2539	0.086231	30.0
190.0	11.9256	-91.2631	0.086231	30.0
190.0	11.92623	-92.1537	0.086231	30.0
190.0	11.92686	-89.5269	0.086231	30.0
190.0	11.92749	-92.3243	0.086231	30.0
190.0	11.92812	-93.4484	0.086231	30.0
190.0	11.92875	-90.0353	0.086231	30.0
190.0	11.92938	-90.6116	0.086231	30.0
190.0	11.93001	-90.5611	0.086231	30.0
190.0	11.93064	-90.9277	0.086231	30.0
190.0	11.93127	-91.4163	0.086231	30.0
190.0	11.9319	-90.8305	0.086231	30.0
190.0	11.93253	-95.0215	0.086231	30.0
190.0	11.93316	-91.2928	0.086231	30.0
190.0	11.93379	-90.3710	0.086231	30.0
190.0	11.93442	-89.6513	0.086231	30.0
190.0	11.93505	-90.0979	0.086231	30.0
190.0	11.93568	-86.9397	0.086231	30.0
190.0	11.93631	-86.7310	0.086231	30.0
190.0	11.93694	-93.5335	0.086231	30.0
190.0	11.93757	-93.0084	0.086231	30.0
190.0	11.9382	-93.2661	0.086231	30.0
190.0	11.93883	-90.6761	0.086231	30.0
190.0	11.93946	-91.0967	0.086231	30.0
190.0	11.94009	-88.8094	0.086231	30.0
190.0	11.94072	-91.8835	0.086231	30.0
190.0	11.94135	-92.9999	0.086231	30.0
190.0	11.94198	-90.0250	0.086231	30.0
190.0	11.94261	-88.3177	0.086231	30.0
190.0	11.94324	-87.5178	0.086231	30.0
190.0	11.94387	-91.3045	0.086231	30.0
190.0	11.9445	-91.3855	0.086231	30.0
190.0	11.94513	-89.6172	0.086231	30.0
190.0	11.94576	-93.2635	0.086231	30.0
190.0	11.94639	-88.6921	0.086231	30.0
190.0	11.94702	-88.7319	0.086231	30.0
190.0	11.94765	-91.6215	0.086231	30.0
190.0	11.94828	-90.8342	0.086231	30.0
190.0	11.94891	-87.2959	0.086231	30.0
190.0	11.94954	-91.7374	0.086231	30.0
190.0	11.95017	-87.4104	0.086231	30.0
190.0	11.9508	-89.4830	0.086231	30.0
190.0	11.95143	-87.9480	0.086231	30.0
190.0	11.95206	-91.6779	0.086231	30.0
190.0	11.95269	-89.7348	0.086231	30.0
190.0	11.95332	-92.2546	0.086231	30.0
190.0	11.95395	-90.0702	0.086231	30.0
190.0	11.95458	-92.3842	0.086231	30.0
190.0	11.95521	-91.2196	0.086231	30.0
190.0	11.95584	-92.5769	0.086231	30.0
190.0	11.95647	-89.8047	0.086231	30.0
190.0	11.9571	-90.4163	0.086231	30.0
190.0	11.95773	-90.3439	0.086231	30.0
190.0	11.95836	-88.9423	0.086231	30.0
190.0	11.95899	-93.5676	0.086231	30.0
190.0	11.95962	-89.6420	0.086231	30.0
190.0	11.96025	-88.2181	0.086231	30.0
190.0	11.96088	-88.7954	0.086231	30.0
190.0	11.96151	-88.2719	0.086231	30.0
190.0	11.96214	-93.8114	0.086231	30.0
190.0	11.96277	-89.9001	0.086231	30.0
190.0	11.9634	-91.4224	0.086231	30.0
190.0	11.96403	-88.5005	0.086231	30.0
190.0	11.96466	-89.3391	0.086231	30.0
190.0	11.96529	-85.6755	0.086231	30.0
190.0	11.96592	-88.6634	0.086231	30.0
190.0	11.96655	-91.1380	0.086231	30.0
190.0	11.96718	-87.5731	0.086231	30.0
190.0	11.96781	-92.9423	0.086231	30.0
190.0	11.96844	-88.3224	0.086231	30.0
190.0	11.96907	-87.6842	0.086231	30.0
190.0	11.9697	-87.3140	0.086231	30.0
190.0	11.97033	-89.8783	0.086231	30.0
190.0	11.97096	-93.2398	0.086231	30.0
190.0	11.97159	-89.6571	0.086231	30.0
190.0	11.97222	-91.2636	0.086231	30.0
190.0	11.97285	-90.9186	0.086231	30.0
190.0	11.97348	-93.2832	0.086231	30.0
190.0	11.97411	-89.8049	0.086231	30.0
190.0	11.97474	-91.3544	0.086231	30.0
190.0	11.97537	-89.9477	0.086231	30.0
190.0	11.976	-91.8954	0.086231	30.0
190.0	11.97663	-92.8280	0.086231	30.0
190.0	11.97726	-90.5736	0.086231	30.0
190.0	11.97789	-88.9599	0.086231	30.0
190.0	11.97852	-90.4952	0.086231	30.0
190.0	11.97915	-90.3910	0.086231	30.0
190.0	11.97978	-88.7197	0.086231	30.0
190.0	11.98041	-92.1815	0.086231	30.0
190.0	11.98104	-89.8225	0.086231	30.0
190.0	11.98167	-93.1142	0.086231	30.0
190.0	11.9823	-88.2947	0.086231	30.0
190.0	11.98293	-91.8518	0.086231	30.0
190.0	11.98356	-96.1752	0.086231	30.0
190.0	11.98419	-96.3558	0.086231	30.0
190.0	11.98482	-89.9324	0.086231	30.0
190.0	11.98545	-90.3604	0.086231	30.0
190.0	11.98608	-87.8410	0.086231	30.0
190.0	11.98671	-91.0684	0.086231	30.0
190.0	11.98734	-91.2392	0.086231	30.0
190.0	11.98797	-90.2177	0.086231	30.0
190.0	11.9886	-90.7422	0.086231	30.0
190.0	11.98923	-92.5538	0.086231	30.0
190.0	11.98986	-94.2335	0.086231	30.0
190.0	11.99049	-88.0850	0.086231	30.0
190.0	11.99112	-91.1955	0.086231	30.0
190.0	11.99175	-92.5937	0.086231	30.0
190.0	11.99238	-91.9260	0.086231	30.0
190.0	11.99301	-88.6843	0.086231	30.0
190.0	11.99364	-91.3813	0.086231	30.0
190.0	11.99427	-92.6162	0.086231	30.0
190.0	11.9949	-88.8174	0.086231	30.0
190.0	11.99553	-88.9055	0.086231	30.0
190.0	11.99616	-91.0089	0.086231	30.0
190.0	11.99679	-92.7190	0.086231	30.0
190.0	11.99742	-91.1891	0.086231	30.0
190.0	11.99805	-92.3356	0.086231	30.0
190.0	11.99868	-89.0226	0.086231	30.0
190.0	11.99931	-91.9230	0.086231	30.0
190.0	11.99994	-90.9555	0.086231	30.0
190.0	12.00057	-87.8955	0.086231	30.0
190.0	12.0012	-90.8093	0.086231	30.0
190.0	12.00183	-89.1821	0.086231	30.0
190.0	12.00246	-88.1340	0.086231	30.0
190.0	12.00309	-91.0043	0.086231	30.0
190.0	12.00372	-91.2428	0.086231	30.0
190.0	12.00435	-89.0850	0.086231	30.0
190.0	12.00498	-87.3676	0.086231	30.0
190.0	12.00561	-87.9715	0.086231	30.0
190.0	12.00624	-92.4968	0.086231	30.0
190.0	12.00687	-89.9321	0.086231	30.0
190.0	12.0075	-88.4424	0.086231	30.0
190.0	12.00813	-91.0224	0.086231	30.0
190.0	12.00876	-91.0737	0.086231	30.0
190.0	12.00939	-89.9236	0.086231	30.0
190.0	12.01002	-89.6446	0.086231	30.0
190.0	12.01065	-89.8545	0.086231	30.0
190.0	12.01128	-91.8359	0.086231	30.0
190.0	12.01191	-94.1284	0.086231	30.0
190.0	12.01254	-94.5388	0.086231	30.0
190.0	12.01317	-89.9760	0.086231	30.0
190.0	12.0138	-91.9563	0.086231	30.0
190.0	12.01443	-90.1837	0.086231	30.0
190.0	12.01506	-92.0963	0.086231	30.0
190.0	12.01569	-91.0941	0.086231	30.0
190.0	12.01632	-92.2343	0.086231	30.0
190.0	12.01695	-90.0419	0.086231	30.0
190.0	12.01758	-92.3789	0.086231	30.0
190.0	12.01821	-91.3645	0.086231	30.0
190.0	12.01884	-93.5854	0.086231	30.0
190.0	12.01947	-87.6315	0.086231	30.0
190.0	12.0201	-88.7506	0.086231	30.0
190.0	12.02073	-92.8330	0.086231	30.0
190.0	12.02136	-94.4435	0.086231	30.0
190.0	12.02199	-89.2196	0.086231	30.0
190.0	12.02262	-93.6771	0.086231	30.0
190.0	12.02325	-89.9940	0.086231	30.0
190.0	12.02388	-88.5339	0.086231	30.0
190.0	12.02451	-91.6366	0.086231	30.0
190.0	12.02514	-93.3404	0.086231	30.0
190.0	12.02577	-88.3158	0.086231	30.0
190.0	12.0264	-92.5772	0.086231	30.0
190.0	12.02703	-90.9445	0.086231	30.0
190.0	12.02766	-88.8044	0.086231	30.0
190.0	12.02829	-89.9670	0.086231	30.0
190.0	12.02892	-87.5516	0.086231	30.0
190.0	12.02955	-92.5613	0.086231	30.0
190.0	12.03018	-91.5451	0.086231	30.0
190.0	12.03081	-90.8648	0.086231	30.0
190.0	12.03144	-91.1336	0.086231	30.0
190.0	12.03207	-90.1359	0.086231	30.0
190.0	12.0327	-88.5184	0.086231	30.0
190.0	12.03333	-92.3964	0.086231	30.0
190.0	12.03396	-91.3902	0.086231	30.0
190.0	12.03459	-92.8263	0.086231	30.0
190.0	12.03522	-90.5543	0.086231	30.0
190.0	12.03585	-93.5914	0.086231	30.0
190.0	12.03648	-91.9791	0.086231	30.0
190.0	12.03711	-90.5914	0.086231	30.0
190.0	12.03774	-90.0284	0.086231	30.0
190.0	12.03837	-95.4459	0.086231	30.0
190.0	12.039	-95.2806	0.086231	30.0
190.0	12.03963	-90.3257	0.086231	30.0
190.0	12.04026	-89.7469	0.086231	30.0
190.0	12.04089	-90.7018	0.086231	30.0
190.0	12.04152	-89.8812	0.086231	30.0
190.0	12.04215	-87.2843	0.086231	30.0
190.0	12.04278	-89.1548	0.086231	30.0
190.0	12.04341	-88.2341	0.086231	30.0
190.0	12.04404	-90.8868	0.086231	30.0
190.0	12.04467	-90.8608	0.086231	30.0
190.0	12.0453	-88.8938	0.086231	30.0
190.0	12.04593	-88.1465	0.086231	30.0
190.0	12.04656	-90.1208	0.086231	30.0
190.0	12.04719	-85.8737	0.086231	30.0
190.0	12.04782	-90.1231	0.086231	30.0
190.0	12.04845	-93.3699	0.086231	30.0
190.0	12.04908	-89.1258	0.086231	30.0
190.0	12.04971	-88.7708	0.086231	30.0
190.0	12.05034	-91.8166	0.086231	30.0
190.0	12.05097	-91.9457	0.086231	30.0
190.0	12.0516	-86.6553	0.086231	30.0
190.0	12.05223	-86.2936	0.086231	30.0
190.0	12.05286	-88.3233	0.086231	30.0
190.0	12.05349	-91.9841	0.086231	30.0
190.0	12.05412	-89.6715	0.086231	30.0
190.0	12.05475	-92.8482	0.086231	30.0
190.0	12.05538	-90.3097	0.086231	30.0
190.0	12.05601	-90.9880	0.086231	30.0
190.0	12.05664	-94.1942	0.086231	30.0
190.0	12.05727	-89.5639	0.086231	30.0
190.0	12.0579	-92.4502	0.086231	30.0
190.0	12.05853	-91.5915	0.086231	30.0
190.0	12.05916	-89.0853	0.086231	30.0
190.0	12.05979	-90.4636	0.086231	30.0
190.0	12.06042	-90.3662	0.086231	30.0
190.0	12.06105	-88.4331	0.086231	30.0
190.0	12.06168	-93.4984	0.086231	30.0
190.0	12.06231	-90.1206	0.086231	30.0
190.0	12.06294	-89.2274	0.086231	30.0
190.0	12.06357	-88.4153	0.086231	30.0
190.0	12.0642	-87.9452	0.086231	30.0
190.0	12.06483	-90.9662	0.086231	30.0
190.0	12.06546	-87.2075	0.086231	30.0
190.0	12.06609	-87.8623	0.086231	30.0
190.0	12.06672	-89.6716	0.086231	30.0
190.0	12.06735	-90.5371	0.086231	30.0
190.0	12.06798	-90.3334	0.086231	30.0
190.0	12.06861	-92.3011	0.086231	30.0
190.0	12.06924	-90.5966	0.086231	30.0
190.0	12.06987	-88.6489	0.086231	30.0
190.0	12.0705	-90.8030	0.086231	30.0
190.0	12.07113	-94.3559	0.086231	30.0
190.0	12.07176	-90.8257	0.086231	30.0
190.0	12.07239	-90.3976	0.086231	30.0
190.0	12.07302	-93.1716	0.086231	30.0
190.0	12.07365	-87.3746	0.086231	30.0
190.0	12.07428	-89.8975	0.086231	30.0
190.0	12.07491	-90.7804	0.086231	30.0
190.0	12.07554	-89.9151	0.086231	30.0
190.0	12.07617	-92.3809	0.086231	30.0
190.0	12.0768	-93.9463	0.086231	30.0
190.0	12.07743	-89.0368	0.086231	30.0
190.0	12.07806	-94.6446	0.086231	30.0
190.0	12.07869	-92.2291	0.086231	30.0
190.0	12.07932	-86.4734	0.086231	30.0
190.0	12.07995	-86.6089	0.086231	30.0
190.0	12.08058	-90.6009	0.086231	30.0
190.0	12.08121	-91.5324	0.086231	30.0
190.0	12.08184	-94.2150	0.086231	30.0
190.0	12.08247	-88.7327	0.086231	30.0
190.0	12.0831	-90.0083	0.086231	30.0
190.0	12.08373	-93.2308	0.086231	30.0
190.0	12.08436	-92.6682	0.086231	30.0
190.0	12.08499	-88.2406	0.086231	30.0
190.0	12.08562	-88.8207	0.086231	30.0
190.0	12.08625	-93.7642	0.086231	30.0
190.0	12.08688	-91.0201	0.086231	30.0
190.0	12.08751	-90.1559	0.086231	30.0
190.0	12.08814	-88.4562	0.086231	30.0
190.0	12.08877	-92.2210	0.086231	30.0
190.0	12.0894	-91.7157	0.086231	30.0
190.0	12.09003	-95.6643	0.086231	30.0
190.0	12.09066	-90.6808	0.086231	30.0
190.0	12.09129	-91.9709	0.086231	30.0
190.0	12.09192	-93.3136	0.086231	30.0
190.0	12.09255	-92.9997	0.086231	30.0
190.0	12.09318	-90.7043	0.086231	30.0
190.0	12.09381	-92.5768	0.086231	30.0
190.0	12.09444	-95.2506	0.086231	30.0
190.0	12.09507	-88.5122	0.086231	30.0
190.0	12.0957	-89.4230	0.086231	30.0
190.0	12.09633	-90.1497	0.086231	30.0
190.0	12.09696	-89.3018	0.086231	30.0
190.0	12.09759	-91.4977	0.086231	30.0
190.0	12.09822	-89.2679	0.086231	30.0
190.0	12.09885	-86.8512	0.086231	30.0
190.0	12.09948	-95.5522	0.086231	30.0
190.0	12.10011	-90.9629	0.086231	30.0
190.0	12.10074	-90.3721	0.086231	30.0
190.0	12.10137	-92.1815	0.086231	30.0
190.0	12.102	-91.3872	0.086231	30.0
190.0	12.10263	-92.0090	0.086231	30.0
190.0	12.10326	-92.1106	0.086231	30.0
190.0	12.10389	-89.3652	0.086231	30.0
190.0	12.10452	-88.9549	0.086231	30.0
190.0	12.10515	-90.3119	0.086231	30.0
190.0	12.10578	-91.1573	0.086231	30.0
190.0	12.10641	-91.4216	0.086231	30.0
190.0	12.10704	-90.2836	0.086231	30.0
190.0	12.10767	-91.9630	0.086231	30.0
190.0	12.1083	-93.4387	0.086231	30.0
190.0	12.10893	-91.0708	0.086231	30.0
190.0	12.10956	-93.8407	0.086231	30.0
190.0	12.11019	-88.4592	0.086231	30.0
190.0	12.11082	-89.0648	0.086231	30.0
190.0	12.11145	-92.6019	0.086231	30.0
190.0	12.11208	-91.6356	0.086231	30.0
190.0	12.11271	-92.4092	0.086231	30.0
190.0	12.11334	-95.0406	0.086231	30.0
190.0	12.11397	-93.6123	0.086231	30.0
190.0	12.1146	-89.6604	0.086231	30.0
190.0	12.11523	-89.8003	0.086231	30.0
190.0	12.11586	-91.6624	0.086231	30.0
190.0	12.11649	-88.9202	0.086231	30.0
190.0	12.11712	-92.0044	0.086231	30.0
190.0	12.11775	-91.5933	0.086231	30.0
190.0	12.11838	-88.6060	0.086231	30.0
190.0	12.11901	-92.2106	0.086231	30.0
190.0	12.11964	-91.3227	0.086231	30.0
190.0	12.12027	-91.6010	0.086231	30.0
190.0	12.1209	-93.8551	0.086231	30.0
190.0	12.12153	-87.8656	0.086231	30.0
190.0	12.12216	-92.7364	0.086231	30.0
190.0	12.12279	-91.0472	0.086231	30.0
190.0	12.12342	-91.7471	0.086231	30.0
190.0	12.12405	-88.0615	0.086231	30.0
190.0	12.12468	-88.7069	0.086231	30.0
190.0	12.12531	-88.2666	0.086231	30.0
190.0	12.12594	-88.1827	0.086231	30.0
190.0	12.12657	-87.4842	0.086231	30.0
190.0	12.1272	-89.7617	0.086231	30.0
190.0	12.12783	-91.1931	0.086231	30.0
190.0	12.12846	-90.9116	0.086231	30.0
190.0	12.12909	-92.2311	0.086231	30.0
190.0	12.12972	-94.1956	0.086231	30.0
190.0	12.13035	-89.2066	0.086231	30.0
190.0	12.13098	-91.5486	0.086231	30.0
190.0	12.13161	-87.8947	0.086231	30.0
190.0	12.13224	-91.6891	0.086231	30.0
190.0	12.13287	-93.4373	0.086231	30.0
190.0	12.1335	-90.4579	0.086231	30.0
190.0	12.13413	-88.2223	0.086231	30.0
190.0	12.13476	-94.9403	0.086231	30.0
190.0	12.13539	-94.4792	0.086231	30.0
190.0	12.13602	-93.9422	0.086231	30.0
190.0	12.13665	-87.9601	0.086231	30.0
190.0	12.13728	-91.7122	0.086231	30.0
190.0	12.13791	-90.0228	0.086231	30.0
190.0	12.13854	-89.1905	0.086231	30.0
190.0	12.13917	-88.6597	0.086231	30.0
190.0	12.1398	-92.4113	0.086231	30.0
190.0	12.14043	-95.6262	0.086231	30.0
190.0	12.14106	-88.3962	0.086231	30.0
190.0	12.14169	-89.5298	0.086231	30.0
190.0	12.14232	-91.6440	0.086231	30.0
190.0	12.14295	-90.9718	0.086231	30.0
190.0	12.14358	-92.1615	0.086231	30.0
190.0	12.14421	-91.8970	0.086231	30.0
190.0	12.14484	-92.7622	0.086231	30.0
190.0	12.14547	-89.5825	0.086231	30.0
190.0	12.1461	-90.6079	0.086231	30.0
190.0	12.14673	-91.6181	0.086231	30.0
190.0	12.14736	-91.4656	0.086231	30.0
190.0	12.14799	-92.4902	0.086231	30.0
190.0	12.14862	-92.5439	0.086231	30.0
190.0	12.14925	-90.3311	0.086231	30.0
190.0	12.14988	-89.0697	0.086231	30.0
190.0	12.15051	-91.4650	0.086231	30.0
190.0	12.15114	-89.4413	0.086231	30.0
190.0	12.15177	-92.3094	0.086231	30.0
190.0	12.1524	-93.5433	0.086231	30.0
190.0	12.15303	-89.8108	0.086231	30.0
190.0	12.15366	-90.3822	0.086231	30.0
190.0	12.15429	-97.0419	0.086231	30.0
190.0	12.15492	-93.8698	0.086231	30.0
190.0	12.15555	-93.9361	0.086231	30.0
190.0	12.15618	-88.0637	0.086231	30.0
190.0	12.15681	-93.5838	0.086231	30.0
190.0	12.15744	-92.7569	0.086231	30.0
190.0	12.15807	-90.7010	0.086231	30.0
190.0	12.1587	-88.1484	0.086231	30.0
190.0	12.15933	-90.1324	0.086231	30.0
190.0	12.15996	-88.3648	0.086231	30.0
190.0	12.16059	-94.9469	0.086231	30.0
190.0	12.16122	-89.5642	0.086231	30.0
190.0	12.16185	-91.9667	0.086231	30.0
190.0	12.16248	-88.2855	0.086231	30.0
190.0	12.16311	-91.9807	0.086231	30.0
190.0	12.16374	-91.0087	0.086231	30.0
190.0	12.16437	-91.1270	0.086231	30.0
190.0	12.165	-93.7992	0.086231	30.0
190.0	12.16563	-96.1778	0.086231	30.0
190.0	12.16626	-92.4747	0.086231	30.0
190.0	12.16689	-93.5915	0.086231	30.0
190.0	12.16752	-89.8884	0.086231	30.0
190.0	12.16815	-89.4353	0.086231	30.0
190.0	12.16878	-87.9515	0.086231	30.0
190.0	12.16941	-90.0728	0.086231	30.0
190.0	12.17004	-85.9730	0.086231	30.0
190.0	12.17067	-88.2451	0.086231	30.0
190.0	12.1713	-87.2389	0.086231	30.0
190.0	12.17193	-91.0909	0.086231	30.0
190.0	12.17256	-87.1716	0.086231	30.0
190.0	12.17319	-92.3344	0.086231	30.0
190.0	12.17382	-92.7404	0.086231	30.0
190.0	12.17445	-91.4118	0.086231	30.0
190.0	12.17508	-89.8893	0.086231	30.0
190.0	12.17571	-91.1026	0.086231	30.0
190.0	12.17634	-94.7079	0.086231	30.0
190.0	12.17697	-96.1401	0.086231	30.0
190.0	12.1776	-90.5361	0.086231	30.0
190.0	12.17823	-91.7242	0.086231	30.0
190.0	12.17886	-90.0054	0.086231	30.0
190.0	12.17949	-89.8357	0.086231	30.0
190.0	12.18012	-93.5319	0.086231	30.0
190.0	12.18075	-92.7704	0.086231	30.0
190.0	12.18138	-96.0140	0.086231	30.0
190.0	12.18201	-92.7013	0.086231	30.0
