03-22-2022	mo	VERSION: 2020_01_31

Temperatursteuerung:	automatisch (ILX-TEC) (AD590: 0.0,1.0,0.855)
Anfangstemperatur /°C:	30.1
Delta-Temperatur /°C:	5.0
Endtemperatur /°C:	30.1
Anzahl der Temperaturen:	1
aktuelle Temperatur-Nr:	1
aktuelle Temperatur /°C:	30.1

Stromquelle:	LDD5060	U_Messung
Startstrom /mA:	190.0
d-Strom /mA:	10.0
Maximalstrom /mA:	700.0
Anzahl der Ströme:	52
aktuelle Strom-Nr:
aktueller Strom /mA:
Art:	CW	keinePolarisation



Einstellspannung (E3631A_P6V): 0.0 ( 0.25) 3.0 V ; 0.75 V


Messfassungsnr.:	C030652








Messgeraet:	Q8384 (ADVANTEST)
Messgeraet:	FSUP/FSW





















Projektnummer:	9618
Projektverantwortlicher:	Wohlfeil
Lasertyp:	TPL
Wafer:	R1268-4
TF/Riegel/Chip:	070709
Prozess:	Z1-9581-TRA
Beschichtung:	Z1-9648-FAC
AVT-Losdokument:	Z2-2654-LCM

Laenge /µm:	6000
Breite /µm:	400
Lambda /nm:	820
Aufbauart:	p-up
Traegerart:	Chip
Traeger-Nr.:	C030652
Diodenname:	070709
Absorber /mA:	








Kommentar:	

Current (mA)	Frequency (GHz)	Intensity (dBm)	C_absorber (A)	Temperature (deg.C)
190.0	17.15334	-92.9523	0.086231	30.0
190.0	17.15397	-91.7146	0.086231	30.0
190.0	17.1546	-91.1424	0.086231	30.0
190.0	17.15523	-91.2318	0.086231	30.0
190.0	17.15586	-94.6560	0.086231	30.0
190.0	17.15649	-91.3867	0.086231	30.0
190.0	17.15712	-91.3377	0.086231	30.0
190.0	17.15775	-88.5623	0.086231	30.0
190.0	17.15838	-94.2424	0.086231	30.0
190.0	17.15901	-95.7949	0.086231	30.0
190.0	17.15964	-95.3714	0.086231	30.0
190.0	17.16027	-92.6158	0.086231	30.0
190.0	17.1609	-88.9569	0.086231	30.0
190.0	17.16153	-91.5067	0.086231	30.0
190.0	17.16216	-91.2393	0.086231	30.0
190.0	17.16279	-94.5604	0.086231	30.0
190.0	17.16342	-91.3168	0.086231	30.0
190.0	17.16405	-92.4445	0.086231	30.0
190.0	17.16468	-90.9390	0.086231	30.0
190.0	17.16531	-92.4421	0.086231	30.0
190.0	17.16594	-91.1471	0.086231	30.0
190.0	17.16657	-91.1168	0.086231	30.0
190.0	17.1672	-92.0059	0.086231	30.0
190.0	17.16783	-89.0486	0.086231	30.0
190.0	17.16846	-86.0232	0.086231	30.0
190.0	17.16909	-90.7475	0.086231	30.0
190.0	17.16972	-87.8477	0.086231	30.0
190.0	17.17035	-95.7983	0.086231	30.0
190.0	17.17098	-91.2491	0.086231	30.0
190.0	17.17161	-91.0146	0.086231	30.0
190.0	17.17224	-92.4935	0.086231	30.0
190.0	17.17287	-91.6818	0.086231	30.0
190.0	17.1735	-88.1516	0.086231	30.0
190.0	17.17413	-92.3545	0.086231	30.0
190.0	17.17476	-92.5744	0.086231	30.0
190.0	17.17539	-93.6135	0.086231	30.0
190.0	17.17602	-95.9905	0.086231	30.0
190.0	17.17665	-90.3824	0.086231	30.0
190.0	17.17728	-96.5209	0.086231	30.0
190.0	17.17791	-90.2108	0.086231	30.0
190.0	17.17854	-90.7498	0.086231	30.0
190.0	17.17917	-90.7463	0.086231	30.0
190.0	17.1798	-90.7485	0.086231	30.0
190.0	17.18043	-91.3872	0.086231	30.0
190.0	17.18106	-90.2646	0.086231	30.0
190.0	17.18169	-91.4043	0.086231	30.0
190.0	17.18232	-90.4833	0.086231	30.0
190.0	17.18295	-92.1685	0.086231	30.0
190.0	17.18358	-95.0421	0.086231	30.0
190.0	17.18421	-91.0989	0.086231	30.0
190.0	17.18484	-90.2543	0.086231	30.0
190.0	17.18547	-85.6393	0.086231	30.0
190.0	17.1861	-87.9289	0.086231	30.0
190.0	17.18673	-91.6748	0.086231	30.0
190.0	17.18736	-95.1697	0.086231	30.0
190.0	17.18799	-91.3122	0.086231	30.0
190.0	17.18862	-91.7937	0.086231	30.0
190.0	17.18925	-89.2708	0.086231	30.0
190.0	17.18988	-91.4075	0.086231	30.0
190.0	17.19051	-95.2559	0.086231	30.0
190.0	17.19114	-93.2359	0.086231	30.0
190.0	17.19177	-89.3572	0.086231	30.0
190.0	17.1924	-91.3996	0.086231	30.0
190.0	17.19303	-93.0506	0.086231	30.0
190.0	17.19366	-92.8614	0.086231	30.0
190.0	17.19429	-92.2155	0.086231	30.0
190.0	17.19492	-93.5053	0.086231	30.0
190.0	17.19555	-92.1120	0.086231	30.0
190.0	17.19618	-93.9980	0.086231	30.0
190.0	17.19681	-89.4406	0.086231	30.0
190.0	17.19744	-90.1659	0.086231	30.0
190.0	17.19807	-89.9894	0.086231	30.0
190.0	17.1987	-88.2330	0.086231	30.0
190.0	17.19933	-88.7905	0.086231	30.0
190.0	17.19996	-89.8167	0.086231	30.0
190.0	17.20059	-88.7577	0.086231	30.0
190.0	17.20122	-92.7246	0.086231	30.0
190.0	17.20185	-89.9556	0.086231	30.0
190.0	17.20248	-92.2746	0.086231	30.0
190.0	17.20311	-90.1013	0.086231	30.0
190.0	17.20374	-91.0740	0.086231	30.0
190.0	17.20437	-88.3825	0.086231	30.0
190.0	17.205	-94.6317	0.086231	30.0
190.0	17.20563	-92.6448	0.086231	30.0
190.0	17.20626	-87.7383	0.086231	30.0
190.0	17.20689	-91.7665	0.086231	30.0
190.0	17.20752	-92.2912	0.086231	30.0
190.0	17.20815	-88.2983	0.086231	30.0
190.0	17.20878	-87.1025	0.086231	30.0
190.0	17.20941	-88.1998	0.086231	30.0
190.0	17.21004	-91.0399	0.086231	30.0
190.0	17.21067	-92.5891	0.086231	30.0
190.0	17.2113	-92.7275	0.086231	30.0
190.0	17.21193	-95.1980	0.086231	30.0
190.0	17.21256	-90.5424	0.086231	30.0
190.0	17.21319	-91.6915	0.086231	30.0
190.0	17.21382	-92.8993	0.086231	30.0
190.0	17.21445	-93.1750	0.086231	30.0
190.0	17.21508	-90.9554	0.086231	30.0
190.0	17.21571	-90.4930	0.086231	30.0
190.0	17.21634	-90.5643	0.086231	30.0
190.0	17.21697	-90.6165	0.086231	30.0
190.0	17.2176	-90.7377	0.086231	30.0
190.0	17.21823	-91.4832	0.086231	30.0
190.0	17.21886	-95.8524	0.086231	30.0
190.0	17.21949	-90.7825	0.086231	30.0
190.0	17.22012	-93.8354	0.086231	30.0
190.0	17.22075	-92.2557	0.086231	30.0
190.0	17.22138	-94.6864	0.086231	30.0
190.0	17.22201	-90.2351	0.086231	30.0
190.0	17.22264	-93.4479	0.086231	30.0
190.0	17.22327	-90.1453	0.086231	30.0
190.0	17.2239	-90.3926	0.086231	30.0
190.0	17.22453	-90.2725	0.086231	30.0
190.0	17.22516	-91.9519	0.086231	30.0
190.0	17.22579	-93.7265	0.086231	30.0
190.0	17.22642	-90.9835	0.086231	30.0
190.0	17.22705	-96.9875	0.086231	30.0
190.0	17.22768	-90.6928	0.086231	30.0
190.0	17.22831	-91.9382	0.086231	30.0
190.0	17.22894	-90.1361	0.086231	30.0
190.0	17.22957	-90.5869	0.086231	30.0
190.0	17.2302	-88.2503	0.086231	30.0
190.0	17.23083	-92.2689	0.086231	30.0
190.0	17.23146	-93.6106	0.086231	30.0
190.0	17.23209	-91.2529	0.086231	30.0
190.0	17.23272	-94.2258	0.086231	30.0
190.0	17.23335	-89.3591	0.086231	30.0
190.0	17.23398	-88.5461	0.086231	30.0
190.0	17.23461	-89.6941	0.086231	30.0
190.0	17.23524	-91.3785	0.086231	30.0
190.0	17.23587	-89.3202	0.086231	30.0
190.0	17.2365	-92.6996	0.086231	30.0
190.0	17.23713	-89.5672	0.086231	30.0
190.0	17.23776	-94.7397	0.086231	30.0
190.0	17.23839	-92.9340	0.086231	30.0
190.0	17.23902	-89.7701	0.086231	30.0
190.0	17.23965	-91.3641	0.086231	30.0
190.0	17.24028	-91.6994	0.086231	30.0
190.0	17.24091	-87.2951	0.086231	30.0
190.0	17.24154	-89.1569	0.086231	30.0
190.0	17.24217	-88.7276	0.086231	30.0
190.0	17.2428	-93.8339	0.086231	30.0
190.0	17.24343	-93.6713	0.086231	30.0
190.0	17.24406	-92.5444	0.086231	30.0
190.0	17.24469	-93.1931	0.086231	30.0
190.0	17.24532	-90.8619	0.086231	30.0
190.0	17.24595	-90.9411	0.086231	30.0
190.0	17.24658	-91.0699	0.086231	30.0
190.0	17.24721	-91.1235	0.086231	30.0
190.0	17.24784	-91.0849	0.086231	30.0
190.0	17.24847	-91.1017	0.086231	30.0
190.0	17.2491	-89.2976	0.086231	30.0
190.0	17.24973	-89.0270	0.086231	30.0
190.0	17.25036	-93.8486	0.086231	30.0
190.0	17.25099	-94.0971	0.086231	30.0
190.0	17.25162	-90.9139	0.086231	30.0
190.0	17.25225	-92.8001	0.086231	30.0
190.0	17.25288	-92.5440	0.086231	30.0
190.0	17.25351	-87.7587	0.086231	30.0
190.0	17.25414	-91.8820	0.086231	30.0
190.0	17.25477	-89.2013	0.086231	30.0
190.0	17.2554	-89.0685	0.086231	30.0
190.0	17.25603	-92.3158	0.086231	30.0
190.0	17.25666	-94.2895	0.086231	30.0
190.0	17.25729	-86.8865	0.086231	30.0
190.0	17.25792	-91.7838	0.086231	30.0
190.0	17.25855	-96.7226	0.086231	30.0
190.0	17.25918	-88.8785	0.086231	30.0
190.0	17.25981	-92.1051	0.086231	30.0
190.0	17.26044	-94.5252	0.086231	30.0
190.0	17.26107	-95.0136	0.086231	30.0
190.0	17.2617	-87.8304	0.086231	30.0
190.0	17.26233	-90.4320	0.086231	30.0
190.0	17.26296	-89.8560	0.086231	30.0
190.0	17.26359	-90.4806	0.086231	30.0
190.0	17.26422	-94.3697	0.086231	30.0
190.0	17.26485	-90.7275	0.086231	30.0
190.0	17.26548	-92.1620	0.086231	30.0
190.0	17.26611	-90.3070	0.086231	30.0
190.0	17.26674	-91.1360	0.086231	30.0
190.0	17.26737	-89.4181	0.086231	30.0
190.0	17.268	-89.8952	0.086231	30.0
190.0	17.26863	-91.5464	0.086231	30.0
190.0	17.26926	-89.9900	0.086231	30.0
190.0	17.26989	-92.9577	0.086231	30.0
190.0	17.27052	-91.4899	0.086231	30.0
190.0	17.27115	-100.7632	0.086231	30.0
190.0	17.27178	-89.6420	0.086231	30.0
190.0	17.27241	-93.0408	0.086231	30.0
190.0	17.27304	-92.0123	0.086231	30.0
190.0	17.27367	-90.8627	0.086231	30.0
190.0	17.2743	-89.2577	0.086231	30.0
190.0	17.27493	-88.2168	0.086231	30.0
190.0	17.27556	-90.4890	0.086231	30.0
190.0	17.27619	-92.6998	0.086231	30.0
190.0	17.27682	-88.8495	0.086231	30.0
190.0	17.27745	-88.7740	0.086231	30.0
190.0	17.27808	-89.5584	0.086231	30.0
190.0	17.27871	-92.4619	0.086231	30.0
190.0	17.27934	-93.1880	0.086231	30.0
190.0	17.27997	-88.0381	0.086231	30.0
190.0	17.2806	-92.3252	0.086231	30.0
190.0	17.28123	-92.4779	0.086231	30.0
190.0	17.28186	-95.3258	0.086231	30.0
190.0	17.28249	-90.1882	0.086231	30.0
190.0	17.28312	-97.1740	0.086231	30.0
190.0	17.28375	-93.4037	0.086231	30.0
190.0	17.28438	-87.2568	0.086231	30.0
190.0	17.28501	-91.1535	0.086231	30.0
190.0	17.28564	-86.3853	0.086231	30.0
190.0	17.28627	-88.2538	0.086231	30.0
190.0	17.2869	-87.8195	0.086231	30.0
190.0	17.28753	-89.2141	0.086231	30.0
190.0	17.28816	-94.8805	0.086231	30.0
190.0	17.28879	-88.7592	0.086231	30.0
190.0	17.28942	-90.3614	0.086231	30.0
190.0	17.29005	-87.6784	0.086231	30.0
190.0	17.29068	-89.2006	0.086231	30.0
190.0	17.29131	-89.4504	0.086231	30.0
190.0	17.29194	-95.1137	0.086231	30.0
190.0	17.29257	-91.0077	0.086231	30.0
190.0	17.2932	-89.4505	0.086231	30.0
190.0	17.29383	-91.2313	0.086231	30.0
190.0	17.29446	-87.7128	0.086231	30.0
190.0	17.29509	-91.9848	0.086231	30.0
190.0	17.29572	-93.1439	0.086231	30.0
190.0	17.29635	-93.3815	0.086231	30.0
190.0	17.29698	-90.4698	0.086231	30.0
190.0	17.29761	-91.9142	0.086231	30.0
190.0	17.29824	-91.9691	0.086231	30.0
190.0	17.29887	-90.6717	0.086231	30.0
190.0	17.2995	-92.1927	0.086231	30.0
190.0	17.30013	-90.4167	0.086231	30.0
190.0	17.30076	-93.9010	0.086231	30.0
190.0	17.30139	-90.5270	0.086231	30.0
190.0	17.30202	-88.5268	0.086231	30.0
190.0	17.30265	-90.8937	0.086231	30.0
190.0	17.30328	-92.1634	0.086231	30.0
190.0	17.30391	-86.6822	0.086231	30.0
190.0	17.30454	-93.4465	0.086231	30.0
190.0	17.30517	-91.5972	0.086231	30.0
190.0	17.3058	-92.6321	0.086231	30.0
190.0	17.30643	-90.9279	0.086231	30.0
190.0	17.30706	-88.6211	0.086231	30.0
190.0	17.30769	-90.6895	0.086231	30.0
190.0	17.30832	-87.0298	0.086231	30.0
190.0	17.30895	-86.0810	0.086231	30.0
190.0	17.30958	-90.8784	0.086231	30.0
190.0	17.31021	-92.4984	0.086231	30.0
190.0	17.31084	-90.6808	0.086231	30.0
190.0	17.31147	-87.4152	0.086231	30.0
190.0	17.3121	-91.6509	0.086231	30.0
190.0	17.31273	-94.5908	0.086231	30.0
190.0	17.31336	-92.1006	0.086231	30.0
190.0	17.31399	-94.3411	0.086231	30.0
190.0	17.31462	-93.5058	0.086231	30.0
190.0	17.31525	-92.2560	0.086231	30.0
190.0	17.31588	-95.5284	0.086231	30.0
190.0	17.31651	-93.4398	0.086231	30.0
190.0	17.31714	-93.5599	0.086231	30.0
190.0	17.31777	-88.7210	0.086231	30.0
190.0	17.3184	-93.8956	0.086231	30.0
190.0	17.31903	-89.5848	0.086231	30.0
190.0	17.31966	-90.1191	0.086231	30.0
190.0	17.32029	-88.8194	0.086231	30.0
190.0	17.32092	-91.8116	0.086231	30.0
190.0	17.32155	-92.2487	0.086231	30.0
190.0	17.32218	-92.6465	0.086231	30.0
190.0	17.32281	-90.6230	0.086231	30.0
190.0	17.32344	-89.6200	0.086231	30.0
190.0	17.32407	-90.1293	0.086231	30.0
190.0	17.3247	-92.2960	0.086231	30.0
190.0	17.32533	-90.9633	0.086231	30.0
190.0	17.32596	-90.2591	0.086231	30.0
190.0	17.32659	-92.0277	0.086231	30.0
190.0	17.32722	-90.5067	0.086231	30.0
190.0	17.32785	-89.3078	0.086231	30.0
190.0	17.32848	-89.4122	0.086231	30.0
190.0	17.32911	-94.0267	0.086231	30.0
190.0	17.32974	-92.0904	0.086231	30.0
190.0	17.33037	-92.2549	0.086231	30.0
190.0	17.331	-88.9447	0.086231	30.0
190.0	17.33163	-91.7274	0.086231	30.0
190.0	17.33226	-90.5360	0.086231	30.0
190.0	17.33289	-89.9942	0.086231	30.0
190.0	17.33352	-86.7672	0.086231	30.0
190.0	17.33415	-90.9475	0.086231	30.0
190.0	17.33478	-89.8876	0.086231	30.0
190.0	17.33541	-88.8317	0.086231	30.0
190.0	17.33604	-86.9231	0.086231	30.0
190.0	17.33667	-89.1948	0.086231	30.0
190.0	17.3373	-87.7911	0.086231	30.0
190.0	17.33793	-85.6257	0.086231	30.0
190.0	17.33856	-86.2073	0.086231	30.0
190.0	17.33919	-89.3279	0.086231	30.0
190.0	17.33982	-89.0995	0.086231	30.0
190.0	17.34045	-93.5804	0.086231	30.0
190.0	17.34108	-88.3920	0.086231	30.0
190.0	17.34171	-90.3149	0.086231	30.0
190.0	17.34234	-90.7097	0.086231	30.0
190.0	17.34297	-90.7603	0.086231	30.0
190.0	17.3436	-88.7916	0.086231	30.0
190.0	17.34423	-90.5034	0.086231	30.0
190.0	17.34486	-89.8836	0.086231	30.0
190.0	17.34549	-91.1591	0.086231	30.0
190.0	17.34612	-90.3533	0.086231	30.0
190.0	17.34675	-89.6436	0.086231	30.0
190.0	17.34738	-92.4708	0.086231	30.0
190.0	17.34801	-93.6030	0.086231	30.0
190.0	17.34864	-92.0171	0.086231	30.0
190.0	17.34927	-93.9368	0.086231	30.0
190.0	17.3499	-91.3168	0.086231	30.0
190.0	17.35053	-90.2410	0.086231	30.0
190.0	17.35116	-91.5995	0.086231	30.0
190.0	17.35179	-91.3736	0.086231	30.0
190.0	17.35242	-90.2086	0.086231	30.0
190.0	17.35305	-89.3412	0.086231	30.0
190.0	17.35368	-88.9252	0.086231	30.0
190.0	17.35431	-88.2291	0.086231	30.0
190.0	17.35494	-89.4601	0.086231	30.0
190.0	17.35557	-86.1978	0.086231	30.0
190.0	17.3562	-89.2889	0.086231	30.0
190.0	17.35683	-92.0020	0.086231	30.0
190.0	17.35746	-90.0569	0.086231	30.0
190.0	17.35809	-87.3201	0.086231	30.0
190.0	17.35872	-89.3505	0.086231	30.0
190.0	17.35935	-88.0720	0.086231	30.0
190.0	17.35998	-89.6373	0.086231	30.0
190.0	17.36061	-90.0186	0.086231	30.0
190.0	17.36124	-87.9913	0.086231	30.0
190.0	17.36187	-88.1270	0.086231	30.0
190.0	17.3625	-87.5817	0.086231	30.0
190.0	17.36313	-87.8556	0.086231	30.0
190.0	17.36376	-90.1175	0.086231	30.0
190.0	17.36439	-88.0181	0.086231	30.0
190.0	17.36502	-89.6378	0.086231	30.0
190.0	17.36565	-85.7097	0.086231	30.0
190.0	17.36628	-88.1365	0.086231	30.0
190.0	17.36691	-90.7637	0.086231	30.0
190.0	17.36754	-90.9387	0.086231	30.0
190.0	17.36817	-92.8810	0.086231	30.0
190.0	17.3688	-91.0316	0.086231	30.0
190.0	17.36943	-91.9566	0.086231	30.0
190.0	17.37006	-89.3059	0.086231	30.0
190.0	17.37069	-92.0579	0.086231	30.0
190.0	17.37132	-88.1108	0.086231	30.0
190.0	17.37195	-90.3050	0.086231	30.0
190.0	17.37258	-91.0147	0.086231	30.0
190.0	17.37321	-88.7349	0.086231	30.0
190.0	17.37384	-89.6025	0.086231	30.0
190.0	17.37447	-89.5442	0.086231	30.0
190.0	17.3751	-90.6707	0.086231	30.0
190.0	17.37573	-92.0829	0.086231	30.0
190.0	17.37636	-90.3008	0.086231	30.0
190.0	17.37699	-89.3970	0.086231	30.0
190.0	17.37762	-90.0082	0.086231	30.0
190.0	17.37825	-95.2453	0.086231	30.0
190.0	17.37888	-89.3581	0.086231	30.0
190.0	17.37951	-86.4014	0.086231	30.0
190.0	17.38014	-87.1582	0.086231	30.0
190.0	17.38077	-86.8184	0.086231	30.0
190.0	17.3814	-90.1950	0.086231	30.0
190.0	17.38203	-90.3973	0.086231	30.0
190.0	17.38266	-88.7387	0.086231	30.0
190.0	17.38329	-90.8825	0.086231	30.0
190.0	17.38392	-92.5679	0.086231	30.0
190.0	17.38455	-89.5420	0.086231	30.0
190.0	17.38518	-90.5306	0.086231	30.0
190.0	17.38581	-92.8003	0.086231	30.0
190.0	17.38644	-87.0778	0.086231	30.0
190.0	17.38707	-88.8433	0.086231	30.0
190.0	17.3877	-92.1937	0.086231	30.0
190.0	17.38833	-93.2220	0.086231	30.0
190.0	17.38896	-90.2596	0.086231	30.0
190.0	17.38959	-86.4667	0.086231	30.0
190.0	17.39022	-85.4250	0.086231	30.0
190.0	17.39085	-88.5526	0.086231	30.0
190.0	17.39148	-89.5115	0.086231	30.0
190.0	17.39211	-95.6589	0.086231	30.0
190.0	17.39274	-91.3489	0.086231	30.0
190.0	17.39337	-88.8753	0.086231	30.0
190.0	17.394	-87.8263	0.086231	30.0
190.0	17.39463	-88.0108	0.086231	30.0
190.0	17.39526	-92.2396	0.086231	30.0
190.0	17.39589	-90.4382	0.086231	30.0
190.0	17.39652	-89.3388	0.086231	30.0
190.0	17.39715	-89.9184	0.086231	30.0
190.0	17.39778	-92.4984	0.086231	30.0
190.0	17.39841	-88.5484	0.086231	30.0
190.0	17.39904	-92.5363	0.086231	30.0
190.0	17.39967	-91.2964	0.086231	30.0
190.0	17.4003	-90.4627	0.086231	30.0
190.0	17.40093	-88.8318	0.086231	30.0
190.0	17.40156	-92.5159	0.086231	30.0
190.0	17.40219	-91.4387	0.086231	30.0
190.0	17.40282	-93.1083	0.086231	30.0
190.0	17.40345	-88.7673	0.086231	30.0
190.0	17.40408	-91.2055	0.086231	30.0
190.0	17.40471	-88.3473	0.086231	30.0
190.0	17.40534	-88.6607	0.086231	30.0
190.0	17.40597	-89.5978	0.086231	30.0
190.0	17.4066	-90.8508	0.086231	30.0
190.0	17.40723	-91.7931	0.086231	30.0
190.0	17.40786	-89.6747	0.086231	30.0
190.0	17.40849	-90.0897	0.086231	30.0
190.0	17.40912	-89.9893	0.086231	30.0
190.0	17.40975	-89.3543	0.086231	30.0
190.0	17.41038	-90.0620	0.086231	30.0
190.0	17.41101	-90.7150	0.086231	30.0
190.0	17.41164	-91.6826	0.086231	30.0
190.0	17.41227	-85.4508	0.086231	30.0
190.0	17.4129	-95.2149	0.086231	30.0
190.0	17.41353	-86.7182	0.086231	30.0
190.0	17.41416	-88.9205	0.086231	30.0
190.0	17.41479	-91.5077	0.086231	30.0
190.0	17.41542	-86.9457	0.086231	30.0
190.0	17.41605	-88.5569	0.086231	30.0
190.0	17.41668	-89.3110	0.086231	30.0
190.0	17.41731	-87.3523	0.086231	30.0
190.0	17.41794	-93.7006	0.086231	30.0
190.0	17.41857	-90.2452	0.086231	30.0
190.0	17.4192	-90.2873	0.086231	30.0
190.0	17.41983	-90.6890	0.086231	30.0
190.0	17.42046	-87.1067	0.086231	30.0
190.0	17.42109	-90.7781	0.086231	30.0
190.0	17.42172	-89.5574	0.086231	30.0
190.0	17.42235	-88.4418	0.086231	30.0
190.0	17.42298	-88.8700	0.086231	30.0
190.0	17.42361	-90.2482	0.086231	30.0
190.0	17.42424	-88.4108	0.086231	30.0
190.0	17.42487	-86.8277	0.086231	30.0
190.0	17.4255	-90.5750	0.086231	30.0
190.0	17.42613	-90.7880	0.086231	30.0
190.0	17.42676	-88.5794	0.086231	30.0
190.0	17.42739	-92.7442	0.086231	30.0
190.0	17.42802	-89.3557	0.086231	30.0
190.0	17.42865	-88.7449	0.086231	30.0
190.0	17.42928	-89.2271	0.086231	30.0
190.0	17.42991	-92.7935	0.086231	30.0
190.0	17.43054	-88.0054	0.086231	30.0
190.0	17.43117	-90.6737	0.086231	30.0
190.0	17.4318	-90.3143	0.086231	30.0
190.0	17.43243	-93.2687	0.086231	30.0
190.0	17.43306	-92.0327	0.086231	30.0
190.0	17.43369	-87.8060	0.086231	30.0
190.0	17.43432	-90.1898	0.086231	30.0
190.0	17.43495	-87.5716	0.086231	30.0
190.0	17.43558	-92.9198	0.086231	30.0
190.0	17.43621	-88.3685	0.086231	30.0
190.0	17.43684	-92.0713	0.086231	30.0
190.0	17.43747	-94.1463	0.086231	30.0
190.0	17.4381	-92.7826	0.086231	30.0
190.0	17.43873	-86.8530	0.086231	30.0
190.0	17.43936	-92.6640	0.086231	30.0
190.0	17.43999	-96.3208	0.086231	30.0
190.0	17.44062	-91.4718	0.086231	30.0
190.0	17.44125	-91.6200	0.086231	30.0
190.0	17.44188	-90.0085	0.086231	30.0
190.0	17.44251	-91.1925	0.086231	30.0
190.0	17.44314	-92.8235	0.086231	30.0
190.0	17.44377	-91.8984	0.086231	30.0
190.0	17.4444	-93.3420	0.086231	30.0
190.0	17.44503	-87.9100	0.086231	30.0
190.0	17.44566	-89.8872	0.086231	30.0
190.0	17.44629	-85.6227	0.086231	30.0
190.0	17.44692	-90.8513	0.086231	30.0
190.0	17.44755	-89.9168	0.086231	30.0
190.0	17.44818	-90.9378	0.086231	30.0
190.0	17.44881	-94.8899	0.086231	30.0
190.0	17.44944	-92.2455	0.086231	30.0
190.0	17.45007	-87.3859	0.086231	30.0
190.0	17.4507	-87.7600	0.086231	30.0
190.0	17.45133	-87.6739	0.086231	30.0
190.0	17.45196	-90.6694	0.086231	30.0
190.0	17.45259	-90.1372	0.086231	30.0
190.0	17.45322	-86.1848	0.086231	30.0
190.0	17.45385	-90.8079	0.086231	30.0
190.0	17.45448	-91.6878	0.086231	30.0
190.0	17.45511	-90.3725	0.086231	30.0
190.0	17.45574	-89.0832	0.086231	30.0
190.0	17.45637	-89.5804	0.086231	30.0
190.0	17.457	-89.8560	0.086231	30.0
190.0	17.45763	-89.5780	0.086231	30.0
190.0	17.45826	-91.3357	0.086231	30.0
190.0	17.45889	-88.1969	0.086231	30.0
190.0	17.45952	-92.9496	0.086231	30.0
190.0	17.46015	-90.8743	0.086231	30.0
190.0	17.46078	-88.6350	0.086231	30.0
190.0	17.46141	-88.0447	0.086231	30.0
190.0	17.46204	-95.0997	0.086231	30.0
190.0	17.46267	-89.8398	0.086231	30.0
190.0	17.4633	-89.8749	0.086231	30.0
190.0	17.46393	-92.0268	0.086231	30.0
190.0	17.46456	-88.4708	0.086231	30.0
190.0	17.46519	-86.8102	0.086231	30.0
190.0	17.46582	-90.3904	0.086231	30.0
190.0	17.46645	-88.5271	0.086231	30.0
190.0	17.46708	-88.6858	0.086231	30.0
190.0	17.46771	-90.1233	0.086231	30.0
190.0	17.46834	-90.8520	0.086231	30.0
190.0	17.46897	-89.1047	0.086231	30.0
190.0	17.4696	-90.0699	0.086231	30.0
190.0	17.47023	-93.2502	0.086231	30.0
190.0	17.47086	-93.7640	0.086231	30.0
190.0	17.47149	-90.4953	0.086231	30.0
190.0	17.47212	-90.0024	0.086231	30.0
190.0	17.47275	-90.7636	0.086231	30.0
190.0	17.47338	-91.8009	0.086231	30.0
190.0	17.47401	-91.2037	0.086231	30.0
190.0	17.47464	-90.0263	0.086231	30.0
190.0	17.47527	-87.4723	0.086231	30.0
190.0	17.4759	-89.3722	0.086231	30.0
190.0	17.47653	-89.5354	0.086231	30.0
190.0	17.47716	-89.1458	0.086231	30.0
190.0	17.47779	-92.0130	0.086231	30.0
190.0	17.47842	-89.9961	0.086231	30.0
190.0	17.47905	-90.7781	0.086231	30.0
190.0	17.47968	-84.8732	0.086231	30.0
190.0	17.48031	-88.5515	0.086231	30.0
190.0	17.48094	-87.9367	0.086231	30.0
190.0	17.48157	-86.3676	0.086231	30.0
190.0	17.4822	-88.5759	0.086231	30.0
190.0	17.48283	-88.0811	0.086231	30.0
190.0	17.48346	-87.7920	0.086231	30.0
190.0	17.48409	-91.0367	0.086231	30.0
190.0	17.48472	-93.0751	0.086231	30.0
190.0	17.48535	-89.4258	0.086231	30.0
190.0	17.48598	-91.3827	0.086231	30.0
190.0	17.48661	-91.4300	0.086231	30.0
190.0	17.48724	-88.3078	0.086231	30.0
190.0	17.48787	-87.9097	0.086231	30.0
190.0	17.4885	-89.3450	0.086231	30.0
190.0	17.48913	-91.5313	0.086231	30.0
190.0	17.48976	-90.0807	0.086231	30.0
190.0	17.49039	-86.2295	0.086231	30.0
190.0	17.49102	-92.6264	0.086231	30.0
190.0	17.49165	-86.9175	0.086231	30.0
190.0	17.49228	-89.1801	0.086231	30.0
190.0	17.49291	-88.2973	0.086231	30.0
190.0	17.49354	-90.4729	0.086231	30.0
190.0	17.49417	-91.7569	0.086231	30.0
190.0	17.4948	-93.8619	0.086231	30.0
190.0	17.49543	-89.6358	0.086231	30.0
190.0	17.49606	-88.2055	0.086231	30.0
190.0	17.49669	-89.1111	0.086231	30.0
190.0	17.49732	-89.5678	0.086231	30.0
190.0	17.49795	-92.9666	0.086231	30.0
190.0	17.49858	-91.6940	0.086231	30.0
190.0	17.49921	-87.1581	0.086231	30.0
190.0	17.49984	-89.6155	0.086231	30.0
190.0	17.50047	-91.3261	0.086231	30.0
190.0	17.5011	-88.1722	0.086231	30.0
190.0	17.50173	-91.8671	0.086231	30.0
190.0	17.50236	-91.5986	0.086231	30.0
