03-22-2022	mo	VERSION: 2020_01_31

Temperatursteuerung:	automatisch (ILX-TEC) (AD590: 0.0,1.0,0.855)
Anfangstemperatur /°C:	30.1
Delta-Temperatur /°C:	5.0
Endtemperatur /°C:	30.1
Anzahl der Temperaturen:	1
aktuelle Temperatur-Nr:	1
aktuelle Temperatur /°C:	30.1

Stromquelle:	LDD5060	U_Messung
Startstrom /mA:	190.0
d-Strom /mA:	10.0
Maximalstrom /mA:	700.0
Anzahl der Ströme:	52
aktuelle Strom-Nr:
aktueller Strom /mA:
Art:	CW	keinePolarisation



Einstellspannung (E3631A_P6V): 0.0 ( 0.25) 3.0 V ; 0.75 V


Messfassungsnr.:	C030652








Messgeraet:	Q8384 (ADVANTEST)
Messgeraet:	FSUP/FSW





















Projektnummer:	9618
Projektverantwortlicher:	Wohlfeil
Lasertyp:	TPL
Wafer:	R1268-4
TF/Riegel/Chip:	070709
Prozess:	Z1-9581-TRA
Beschichtung:	Z1-9648-FAC
AVT-Losdokument:	Z2-2654-LCM

Laenge /µm:	6000
Breite /µm:	400
Lambda /nm:	820
Aufbauart:	p-up
Traegerart:	Chip
Traeger-Nr.:	C030652
Diodenname:	070709
Absorber /mA:	








Kommentar:	

Current (mA)	Wavelength (nm)	Intensity	C_absorber (A)	Temperature (deg.C)
280.0	818.35	-48.678	0.086231	30.08
280.0	818.4	-48.573	0.086231	30.08
280.0	818.45	-48.653	0.086231	30.08
280.0	818.5	-48.926	0.086231	30.08
280.0	818.55	-48.634	0.086231	30.08
280.0	818.6	-48.836	0.086231	30.08
280.0	818.65	-48.285	0.086231	30.08
280.0	818.7	-48.395	0.086231	30.08
280.0	818.75	-48.479	0.086231	30.08
280.0	818.8	-48.362	0.086231	30.08
280.0	818.85	-48.08	0.086231	30.08
280.0	818.9	-48.333	0.086231	30.08
280.0	818.95	-48.027	0.086231	30.08
280.0	819.0	-48.287	0.086231	30.08
280.0	819.05	-48.121	0.086231	30.08
280.0	819.1	-47.975	0.086231	30.08
280.0	819.15	-48.042	0.086231	30.08
280.0	819.2	-48.081	0.086231	30.08
280.0	819.25	-47.927	0.086231	30.08
280.0	819.3	-47.684	0.086231	30.08
280.0	819.35	-47.95	0.086231	30.08
280.0	819.4	-47.7	0.086231	30.08
280.0	819.45	-47.625	0.086231	30.08
280.0	819.5	-47.781	0.086231	30.08
280.0	819.55	-47.638	0.086231	30.08
280.0	819.6	-47.657	0.086231	30.08
280.0	819.65	-47.501	0.086231	30.08
280.0	819.7	-47.664	0.086231	30.08
280.0	819.75	-47.666	0.086231	30.08
280.0	819.8	-47.674	0.086231	30.08
280.0	819.85	-47.558	0.086231	30.08
280.0	819.9	-47.61	0.086231	30.08
280.0	819.95	-47.527	0.086231	30.08
280.0	820.0	-47.498	0.086231	30.08
280.0	820.05	-47.422	0.086231	30.08
280.0	820.1	-47.334	0.086231	30.08
280.0	820.15	-47.391	0.086231	30.08
280.0	820.2	-47.198	0.086231	30.08
280.0	820.25	-47.259	0.086231	30.08
280.0	820.3	-47.441	0.086231	30.08
280.0	820.35	-47.038	0.086231	30.08
280.0	820.4	-47.178	0.086231	30.08
280.0	820.45	-47.069	0.086231	30.08
280.0	820.5	-47.096	0.086231	30.08
280.0	820.55	-47.082	0.086231	30.08
280.0	820.6	-46.886	0.086231	30.08
280.0	820.65	-47.222	0.086231	30.08
280.0	820.7	-46.779	0.086231	30.08
280.0	820.75	-46.711	0.086231	30.08
280.0	820.8	-46.775	0.086231	30.08
280.0	820.85	-46.713	0.086231	30.08
280.0	820.9	-46.689	0.086231	30.08
280.0	820.95	-46.371	0.086231	30.08
280.0	821.0	-46.492	0.086231	30.08
280.0	821.05	-46.352	0.086231	30.08
280.0	821.1	-46.338	0.086231	30.08
280.0	821.15	-46.186	0.086231	30.08
280.0	821.2	-46.272	0.086231	30.08
280.0	821.25	-46.128	0.086231	30.08
280.0	821.3	-46.013	0.086231	30.08
280.0	821.35	-45.996	0.086231	30.08
280.0	821.4	-45.949	0.086231	30.08
280.0	821.45	-45.885	0.086231	30.08
280.0	821.5	-45.865	0.086231	30.08
280.0	821.55	-45.823	0.086231	30.08
280.0	821.6	-45.631	0.086231	30.08
280.0	821.65	-45.55	0.086231	30.08
280.0	821.7	-45.539	0.086231	30.08
280.0	821.75	-45.417	0.086231	30.08
280.0	821.8	-45.7	0.086231	30.08
280.0	821.85	-45.271	0.086231	30.08
280.0	821.9	-45.382	0.086231	30.08
280.0	821.95	-45.361	0.086231	30.08
280.0	822.0	-45.325	0.086231	30.08
280.0	822.05	-45.326	0.086231	30.08
280.0	822.1	-45.203	0.086231	30.08
280.0	822.15	-45.128	0.086231	30.08
280.0	822.2	-45.252	0.086231	30.08
280.0	822.25	-45.12	0.086231	30.08
280.0	822.3	-45.099	0.086231	30.08
280.0	822.35	-44.976	0.086231	30.08
280.0	822.4	-45.108	0.086231	30.08
280.0	822.45	-44.993	0.086231	30.08
280.0	822.5	-45.03	0.086231	30.08
280.0	822.55	-44.986	0.086231	30.08
280.0	822.6	-45.045	0.086231	30.08
280.0	822.65	-44.943	0.086231	30.08
280.0	822.7	-45.049	0.086231	30.08
280.0	822.75	-44.993	0.086231	30.08
280.0	822.8	-45.096	0.086231	30.08
280.0	822.85	-44.955	0.086231	30.08
280.0	822.9	-44.911	0.086231	30.08
280.0	822.95	-44.974	0.086231	30.08
280.0	823.0	-45.034	0.086231	30.08
280.0	823.05	-45.038	0.086231	30.08
280.0	823.1	-44.928	0.086231	30.08
280.0	823.15	-45.058	0.086231	30.08
280.0	823.2	-44.97	0.086231	30.08
280.0	823.25	-44.992	0.086231	30.08
280.0	823.3	-45.042	0.086231	30.08
280.0	823.35	-44.999	0.086231	30.08
280.0	823.4	-45.017	0.086231	30.08
280.0	823.45	-45.04	0.086231	30.08
280.0	823.5	-45.024	0.086231	30.08
280.0	823.55	-45.052	0.086231	30.08
280.0	823.6	-45.022	0.086231	30.08
280.0	823.65	-45.126	0.086231	30.08
280.0	823.7	-45.135	0.086231	30.08
280.0	823.75	-45.102	0.086231	30.08
280.0	823.8	-45.139	0.086231	30.08
280.0	823.85	-44.991	0.086231	30.08
280.0	823.9	-45.019	0.086231	30.08
280.0	823.95	-44.902	0.086231	30.08
280.0	824.0	-44.936	0.086231	30.08
280.0	824.05	-44.829	0.086231	30.08
280.0	824.1	-44.862	0.086231	30.08
280.0	824.15	-44.726	0.086231	30.08
280.0	824.2	-44.73	0.086231	30.08
280.0	824.25	-44.585	0.086231	30.08
280.0	824.3	-44.67	0.086231	30.08
280.0	824.35	-44.602	0.086231	30.08
280.0	824.4	-44.648	0.086231	30.08
280.0	824.45	-44.648	0.086231	30.08
280.0	824.5	-44.472	0.086231	30.08
280.0	824.55	-44.433	0.086231	30.08
280.0	824.6	-44.294	0.086231	30.08
280.0	824.65	-44.195	0.086231	30.08
280.0	824.7	-44.188	0.086231	30.08
280.0	824.75	-44.065	0.086231	30.08
280.0	824.8	-43.879	0.086231	30.08
280.0	824.85	-43.895	0.086231	30.08
280.0	824.9	-43.776	0.086231	30.08
280.0	824.95	-43.637	0.086231	30.08
280.0	825.0	-43.543	0.086231	30.08
280.0	825.05	-43.406	0.086231	30.08
280.0	825.1	-43.361	0.086231	30.08
280.0	825.15	-43.274	0.086231	30.08
280.0	825.2	-43.162	0.086231	30.08
280.0	825.25	-42.991	0.086231	30.08
280.0	825.3	-42.911	0.086231	30.08
280.0	825.35	-42.759	0.086231	30.08
280.0	825.4	-42.537	0.086231	30.08
280.0	825.45	-42.404	0.086231	30.08
280.0	825.5	-42.277	0.086231	30.08
280.0	825.55	-42.079	0.086231	30.08
280.0	825.6	-41.869	0.086231	30.08
280.0	825.65	-41.681	0.086231	30.08
280.0	825.7	-41.443	0.086231	30.08
280.0	825.75	-41.238	0.086231	30.08
280.0	825.8	-40.885	0.086231	30.08
280.0	825.85	-40.571	0.086231	30.08
280.0	825.9	-40.38	0.086231	30.08
280.0	825.95	-40.021	0.086231	30.08
280.0	826.0	-39.719	0.086231	30.08
280.0	826.05	-39.362	0.086231	30.08
280.0	826.1	-38.945	0.086231	30.08
280.0	826.15	-38.627	0.086231	30.08
280.0	826.2	-38.314	0.086231	30.08
280.0	826.25	-37.861	0.086231	30.08
280.0	826.3	-37.472	0.086231	30.08
280.0	826.35	-37.103	0.086231	30.08
280.0	826.4	-36.713	0.086231	30.08
280.0	826.45	-36.291	0.086231	30.08
280.0	826.5	-35.752	0.086231	30.08
280.0	826.55	-35.274	0.086231	30.08
280.0	826.6	-34.759	0.086231	30.08
280.0	826.65	-34.414	0.086231	30.08
280.0	826.7	-33.993	0.086231	30.08
280.0	826.75	-33.465	0.086231	30.08
280.0	826.8	-33.094	0.086231	30.08
280.0	826.85	-32.705	0.086231	30.08
280.0	826.9	-32.045	0.086231	30.08
280.0	826.95	-31.664	0.086231	30.08
280.0	827.0	-31.303	0.086231	30.08
280.0	827.05	-30.786	0.086231	30.08
280.0	827.1	-30.35	0.086231	30.08
280.0	827.15	-30.031	0.086231	30.08
280.0	827.2	-29.708	0.086231	30.08
280.0	827.25	-29.363	0.086231	30.08
280.0	827.3	-28.973	0.086231	30.08
280.0	827.35	-28.786	0.086231	30.08
280.0	827.4	-28.599	0.086231	30.08
280.0	827.45	-28.421	0.086231	30.08
280.0	827.5	-28.304	0.086231	30.08
280.0	827.55	-28.358	0.086231	30.08
280.0	827.6	-28.355	0.086231	30.08
280.0	827.65	-28.351	0.086231	30.08
280.0	827.7	-28.477	0.086231	30.08
280.0	827.75	-28.603	0.086231	30.08
280.0	827.8	-28.865	0.086231	30.08
280.0	827.85	-29.173	0.086231	30.08
280.0	827.9	-29.582	0.086231	30.08
280.0	827.95	-30.044	0.086231	30.08
280.0	828.0	-30.516	0.086231	30.08
280.0	828.05	-30.938	0.086231	30.08
280.0	828.1	-31.49	0.086231	30.08
280.0	828.15	-32.11	0.086231	30.08
280.0	828.2	-32.705	0.086231	30.08
280.0	828.25	-33.305	0.086231	30.08
280.0	828.3	-34.062	0.086231	30.08
280.0	828.35	-34.658	0.086231	30.08
280.0	828.4	-35.239	0.086231	30.08
280.0	828.45	-35.891	0.086231	30.08
280.0	828.5	-36.526	0.086231	30.08
280.0	828.55	-37.124	0.086231	30.08
280.0	828.6	-37.704	0.086231	30.08
280.0	828.65	-38.099	0.086231	30.08
280.0	828.7	-38.56	0.086231	30.08
280.0	828.75	-39.03	0.086231	30.08
280.0	828.8	-39.476	0.086231	30.08
280.0	828.85	-39.84	0.086231	30.08
280.0	828.9	-40.16	0.086231	30.08
280.0	828.95	-40.458	0.086231	30.08
280.0	829.0	-40.91	0.086231	30.08
280.0	829.05	-41.11	0.086231	30.08
280.0	829.1	-41.448	0.086231	30.08
280.0	829.15	-41.737	0.086231	30.08
280.0	829.2	-42.062	0.086231	30.08
280.0	829.25	-42.284	0.086231	30.08
280.0	829.3	-42.591	0.086231	30.08
280.0	829.35	-42.849	0.086231	30.08
280.0	829.4	-43.066	0.086231	30.08
280.0	829.45	-43.331	0.086231	30.08
280.0	829.5	-43.582	0.086231	30.08
280.0	829.55	-43.746	0.086231	30.08
280.0	829.6	-44.029	0.086231	30.08
280.0	829.65	-44.266	0.086231	30.08
280.0	829.7	-44.406	0.086231	30.08
280.0	829.75	-44.688	0.086231	30.08
280.0	829.8	-44.849	0.086231	30.08
280.0	829.85	-45.111	0.086231	30.08
280.0	829.9	-45.145	0.086231	30.08
280.0	829.95	-45.337	0.086231	30.08
280.0	830.0	-45.474	0.086231	30.08
280.0	830.05	-45.495	0.086231	30.08
280.0	830.1	-45.735	0.086231	30.08
280.0	830.15	-45.701	0.086231	30.08
280.0	830.2	-45.755	0.086231	30.08
280.0	830.25	-45.814	0.086231	30.08
280.0	830.3	-45.755	0.086231	30.08
280.0	830.35	-45.904	0.086231	30.08
280.0	830.4	-45.792	0.086231	30.08
280.0	830.45	-45.745	0.086231	30.08
280.0	830.5	-45.624	0.086231	30.08
280.0	830.55	-45.457	0.086231	30.08
280.0	830.6	-45.294	0.086231	30.08
280.0	830.65	-44.966	0.086231	30.08
280.0	830.7	-44.689	0.086231	30.08
280.0	830.75	-44.207	0.086231	30.08
280.0	830.8	-43.612	0.086231	30.08
280.0	830.85	-43.044	0.086231	30.08
280.0	830.9	-42.512	0.086231	30.08
280.0	830.95	-41.97	0.086231	30.08
280.0	831.0	-41.028	0.086231	30.08
280.0	831.05	-40.701	0.086231	30.08
280.0	831.1	-39.435	0.086231	30.08
280.0	831.15	-38.638	0.086231	30.08
280.0	831.2	-37.839	0.086231	30.08
280.0	831.25	-38.0	0.086231	30.08
280.0	831.3	-36.029	0.086231	30.08
280.0	831.35	-35.818	0.086231	30.08
280.0	831.4	-34.467	0.086231	30.08
280.0	831.45	-34.274	0.086231	30.08
280.0	831.5	-33.362	0.086231	30.08
280.0	831.55	-33.285	0.086231	30.08
280.0	831.6	-31.985	0.086231	30.08
280.0	831.65	-31.407	0.086231	30.08
280.0	831.7	-31.203	0.086231	30.08
280.0	831.75	-30.898	0.086231	30.08
280.0	831.8	-30.016	0.086231	30.08
280.0	831.85	-29.084	0.086231	30.08
280.0	831.9	-27.954	0.086231	30.08
280.0	831.95	-28.072	0.086231	30.08
280.0	832.0	-26.966	0.086231	30.08
280.0	832.05	-26.651	0.086231	30.08
280.0	832.1	-26.063	0.086231	30.08
280.0	832.15	-25.184	0.086231	30.08
280.0	832.2	-24.987	0.086231	30.08
280.0	832.25	-24.246	0.086231	30.08
280.0	832.3	-23.756	0.086231	30.08
280.0	832.35	-23.615	0.086231	30.08
280.0	832.4	-22.995	0.086231	30.08
280.0	832.45	-22.558	0.086231	30.08
280.0	832.5	-21.749	0.086231	30.08
280.0	832.55	-21.499	0.086231	30.08
280.0	832.6	-21.087	0.086231	30.08
280.0	832.65	-20.572	0.086231	30.08
280.0	832.7	-20.374	0.086231	30.08
280.0	832.75	-19.962	0.086231	30.08
280.0	832.8	-19.596	0.086231	30.08
280.0	832.85	-19.239	0.086231	30.08
280.0	832.9	-18.954	0.086231	30.08
280.0	832.95	-18.679	0.086231	30.08
280.0	833.0	-18.456	0.086231	30.08
280.0	833.05	-18.266	0.086231	30.08
280.0	833.1	-18.101	0.086231	30.08
280.0	833.15	-17.959	0.086231	30.08
280.0	833.2	-17.873	0.086231	30.08
280.0	833.25	-17.849	0.086231	30.08
280.0	833.3	-17.824	0.086231	30.08
280.0	833.35	-17.811	0.086231	30.08
280.0	833.4	-17.873	0.086231	30.08
280.0	833.45	-17.939	0.086231	30.08
280.0	833.5	-18.083	0.086231	30.08
280.0	833.55	-18.195	0.086231	30.08
280.0	833.6	-18.399	0.086231	30.08
280.0	833.65	-18.569	0.086231	30.08
280.0	833.7	-18.722	0.086231	30.08
280.0	833.75	-18.939	0.086231	30.08
280.0	833.8	-19.153	0.086231	30.08
280.0	833.85	-19.443	0.086231	30.08
280.0	833.9	-19.657	0.086231	30.08
280.0	833.95	-19.988	0.086231	30.08
280.0	834.0	-20.237	0.086231	30.08
280.0	834.05	-20.483	0.086231	30.08
280.0	834.1	-20.747	0.086231	30.08
280.0	834.15	-20.992	0.086231	30.08
280.0	834.2	-21.178	0.086231	30.08
280.0	834.25	-21.444	0.086231	30.08
280.0	834.3	-21.659	0.086231	30.08
280.0	834.35	-21.752	0.086231	30.08
280.0	834.4	-21.932	0.086231	30.08
280.0	834.45	-22.104	0.086231	30.08
280.0	834.5	-22.416	0.086231	30.08
280.0	834.55	-22.45	0.086231	30.08
280.0	834.6	-22.603	0.086231	30.08
280.0	834.65	-22.695	0.086231	30.08
280.0	834.7	-22.916	0.086231	30.08
280.0	834.75	-23.04	0.086231	30.08
280.0	834.8	-23.163	0.086231	30.08
280.0	834.85	-23.354	0.086231	30.08
280.0	834.9	-23.45	0.086231	30.08
280.0	834.95	-23.658	0.086231	30.08
280.0	835.0	-23.709	0.086231	30.08
280.0	835.05	-23.918	0.086231	30.08
280.0	835.1	-24.189	0.086231	30.08
280.0	835.15	-24.344	0.086231	30.08
280.0	835.2	-24.569	0.086231	30.08
280.0	835.25	-24.789	0.086231	30.08
280.0	835.3	-24.888	0.086231	30.08
280.0	835.35	-25.131	0.086231	30.08
280.0	835.4	-25.545	0.086231	30.08
280.0	835.45	-25.916	0.086231	30.08
280.0	835.5	-26.09	0.086231	30.08
280.0	835.55	-26.406	0.086231	30.08
280.0	835.6	-26.853	0.086231	30.08
280.0	835.65	-27.202	0.086231	30.08
280.0	835.7	-27.734	0.086231	30.08
280.0	835.75	-28.157	0.086231	30.08
280.0	835.8	-28.543	0.086231	30.08
280.0	835.85	-28.97	0.086231	30.08
280.0	835.9	-29.565	0.086231	30.08
280.0	835.95	-30.159	0.086231	30.08
280.0	836.0	-30.647	0.086231	30.08
280.0	836.05	-31.079	0.086231	30.08
280.0	836.1	-31.64	0.086231	30.08
280.0	836.15	-32.224	0.086231	30.08
280.0	836.2	-32.673	0.086231	30.08
280.0	836.25	-33.463	0.086231	30.08
280.0	836.3	-33.952	0.086231	30.08
280.0	836.35	-34.475	0.086231	30.08
280.0	836.4	-35.181	0.086231	30.08
280.0	836.45	-35.74	0.086231	30.08
280.0	836.5	-36.349	0.086231	30.08
280.0	836.55	-37.024	0.086231	30.08
280.0	836.6	-37.773	0.086231	30.08
280.0	836.65	-38.348	0.086231	30.08
280.0	836.7	-39.11	0.086231	30.08
280.0	836.75	-39.761	0.086231	30.08
280.0	836.8	-40.354	0.086231	30.08
280.0	836.85	-41.157	0.086231	30.08
280.0	836.9	-41.862	0.086231	30.08
280.0	836.95	-42.474	0.086231	30.08
280.0	837.0	-43.213	0.086231	30.08
280.0	837.05	-43.901	0.086231	30.08
280.0	837.1	-44.482	0.086231	30.08
280.0	837.15	-45.015	0.086231	30.08
280.0	837.2	-45.796	0.086231	30.08
280.0	837.25	-46.311	0.086231	30.08
280.0	837.3	-46.878	0.086231	30.08
280.0	837.35	-47.439	0.086231	30.08
280.0	837.4	-47.704	0.086231	30.08
280.0	837.45	-48.15	0.086231	30.08
280.0	837.5	-48.487	0.086231	30.08
280.0	837.55	-49.161	0.086231	30.08
280.0	837.6	-49.438	0.086231	30.08
280.0	837.65	-49.757	0.086231	30.08
280.0	837.7	-50.025	0.086231	30.08
280.0	837.75	-50.652	0.086231	30.08
280.0	837.8	-50.789	0.086231	30.08
280.0	837.85	-51.18	0.086231	30.08
280.0	837.9	-51.361	0.086231	30.08
280.0	837.95	-51.643	0.086231	30.08
280.0	838.0	-51.698	0.086231	30.08
280.0	838.05	-51.942	0.086231	30.08
280.0	838.1	-52.29	0.086231	30.08
280.0	838.15	-52.454	0.086231	30.08
280.0	838.2	-52.702	0.086231	30.08
280.0	838.25	-52.861	0.086231	30.08
280.0	838.3	-53.016	0.086231	30.08
280.0	838.35	-53.632	0.086231	30.08
280.0	838.4	-53.627	0.086231	30.08
280.0	838.45	-53.611	0.086231	30.08
280.0	838.5	-53.941	0.086231	30.08
280.0	838.55	-53.741	0.086231	30.08
280.0	838.6	-53.925	0.086231	30.08
280.0	838.65	-53.77	0.086231	30.08
280.0	838.7	-54.523	0.086231	30.08
280.0	838.75	-53.833	0.086231	30.08
280.0	838.8	-53.95	0.086231	30.08
280.0	838.85	-54.312	0.086231	30.08
280.0	838.9	-54.092	0.086231	30.08
280.0	838.95	-54.97	0.086231	30.08
280.0	839.0	-54.559	0.086231	30.08
280.0	839.05	-54.743	0.086231	30.08
280.0	839.1	-54.894	0.086231	30.08
280.0	839.15	-54.635	0.086231	30.08
280.0	839.2	-54.662	0.086231	30.08
280.0	839.25	-54.933	0.086231	30.08
280.0	839.3	-54.836	0.086231	30.08
280.0	839.35	-54.925	0.086231	30.08
280.0	839.4	-55.061	0.086231	30.08
280.0	839.45	-54.602	0.086231	30.08
280.0	839.5	-55.737	0.086231	30.08
280.0	839.55	-55.474	0.086231	30.08
280.0	839.6	-55.975	0.086231	30.08
280.0	839.65	-55.133	0.086231	30.08
280.0	839.7	-55.843	0.086231	30.08
280.0	839.75	-56.107	0.086231	30.08
280.0	839.8	-55.966	0.086231	30.08
280.0	839.85	-55.281	0.086231	30.08
280.0	839.9	-56.253	0.086231	30.08
280.0	839.95	-55.787	0.086231	30.08
280.0	840.0	-55.424	0.086231	30.08
280.0	840.05	-55.352	0.086231	30.08
280.0	840.1	-55.65	0.086231	30.08
280.0	840.15	-56.212	0.086231	30.08
280.0	840.2	-55.758	0.086231	30.08
280.0	840.25	-55.881	0.086231	30.08
280.0	840.3	-55.272	0.086231	30.08
280.0	840.35	-56.252	0.086231	30.08
280.0	840.4	-56.168	0.086231	30.08
280.0	840.45	-56.184	0.086231	30.08
280.0	840.5	-56.731	0.086231	30.08
280.0	840.55	-56.311	0.086231	30.08
280.0	840.6	-56.938	0.086231	30.08
280.0	840.65	-56.452	0.086231	30.08
280.0	840.7	-55.797	0.086231	30.08
280.0	840.75	-56.835	0.086231	30.08
280.0	840.8	-56.786	0.086231	30.08
280.0	840.85	-56.912	0.086231	30.08
280.0	840.9	-57.465	0.086231	30.08
280.0	840.95	-56.619	0.086231	30.08
280.0	841.0	-56.744	0.086231	30.08
280.0	841.05	-57.714	0.086231	30.08
280.0	841.1	-57.913	0.086231	30.08
280.0	841.15	-57.826	0.086231	30.08
280.0	841.2	-56.27	0.086231	30.08
280.0	841.25	-59.458	0.086231	30.08
280.0	841.3	-56.24	0.086231	30.08
280.0	841.35	-58.087	0.086231	30.08
280.0	841.4	-56.966	0.086231	30.08
280.0	841.45	-57.606	0.086231	30.08
280.0	841.5	-57.701	0.086231	30.08
280.0	841.55	-58.177	0.086231	30.08
280.0	841.6	-58.959	0.086231	30.08
280.0	841.65	-59.077	0.086231	30.08
280.0	841.7	-56.898	0.086231	30.08
280.0	841.75	-57.22	0.086231	30.08
280.0	841.8	-57.583	0.086231	30.08
280.0	841.85	-58.07	0.086231	30.08
280.0	841.9	-58.24	0.086231	30.08
280.0	841.95	-58.519	0.086231	30.08
280.0	842.0	-59.804	0.086231	30.08
280.0	842.05	-58.446	0.086231	30.08
280.0	842.1	-58.207	0.086231	30.08
280.0	842.15	-57.528	0.086231	30.08
280.0	842.2	-60.403	0.086231	30.08
280.0	842.25	-57.865	0.086231	30.08
280.0	842.3	-59.903	0.086231	30.08
280.0	842.35	-57.862	0.086231	30.08
280.0	842.4	-59.495	0.086231	30.08
280.0	842.45	-57.684	0.086231	30.08
280.0	842.5	-58.878	0.086231	30.08
280.0	842.55	-58.364	0.086231	30.08
280.0	842.6	-60.133	0.086231	30.08
280.0	842.65	-59.063	0.086231	30.08
280.0	842.7	-57.978	0.086231	30.08
280.0	842.75	-57.663	0.086231	30.08
280.0	842.8	-59.257	0.086231	30.08
280.0	842.85	-58.079	0.086231	30.08
280.0	842.9	-57.831	0.086231	30.08
280.0	842.95	-59.181	0.086231	30.08
280.0	843.0	-61.669	0.086231	30.08
280.0	843.05	-59.892	0.086231	30.08
280.0	843.1	-57.303	0.086231	30.08
280.0	843.15	-58.471	0.086231	30.08
280.0	843.2	-58.543	0.086231	30.08
280.0	843.25	-61.094	0.086231	30.08
280.0	843.3	-58.748	0.086231	30.08
280.0	843.35	-58.912	0.086231	30.08
280.0	843.4	-58.806	0.086231	30.08
280.0	843.45	-57.429	0.086231	30.08
280.0	843.5	-58.122	0.086231	30.08
280.0	843.55	-58.456	0.086231	30.08
280.0	843.6	-60.013	0.086231	30.08
280.0	843.65	-58.136	0.086231	30.08
280.0	843.7	-57.598	0.086231	30.08
280.0	843.75	-59.807	0.086231	30.08
280.0	843.8	-57.627	0.086231	30.08
280.0	843.85	-58.62	0.086231	30.08
280.0	843.9	-58.622	0.086231	30.08
280.0	843.95	-58.951	0.086231	30.08
280.0	844.0	-58.311	0.086231	30.08
280.0	844.05	-59.722	0.086231	30.08
280.0	844.1	-61.528	0.086231	30.08
280.0	844.15	-59.315	0.086231	30.08
280.0	844.2	-60.954	0.086231	30.08
280.0	844.25	-58.719	0.086231	30.08
280.0	844.3	-60.394	0.086231	30.08
280.0	844.35	-58.848	0.086231	30.08
280.0	844.4	-59.398	0.086231	30.08
280.0	844.45	-59.288	0.086231	30.08
280.0	844.5	-59.544	0.086231	30.08
280.0	844.55	-61.258	0.086231	30.08
280.0	844.6	-62.992	0.086231	30.08
280.0	844.65	-58.792	0.086231	30.08
280.0	844.7	-61.845	0.086231	30.08
280.0	844.75	-61.302	0.086231	30.08
280.0	844.8	-60.186	0.086231	30.08
280.0	844.85	-59.119	0.086231	30.08
280.0	844.9	-58.979	0.086231	30.08
280.0	844.95	-61.452	0.086231	30.08
280.0	845.0	-58.159	0.086231	30.08
280.0	845.05	-60.47	0.086231	30.08
280.0	845.1	-59.055	0.086231	30.08
280.0	845.15	-59.84	0.086231	30.08
280.0	845.2	-59.194	0.086231	30.08
280.0	845.25	-60.213	0.086231	30.08
280.0	845.3	-58.636	0.086231	30.08
280.0	845.35	-60.051	0.086231	30.08
280.0	845.4	-59.075	0.086231	30.08
280.0	845.45	-59.612	0.086231	30.08
280.0	845.5	-59.83	0.086231	30.08
280.0	845.55	-59.259	0.086231	30.08
280.0	845.6	-59.959	0.086231	30.08
280.0	845.65	-60.657	0.086231	30.08
280.0	845.7	-60.886	0.086231	30.08
280.0	845.75	-59.579	0.086231	30.08
280.0	845.8	-63.368	0.086231	30.08
280.0	845.85	-59.195	0.086231	30.08
280.0	845.9	-61.047	0.086231	30.08
280.0	845.95	-60.088	0.086231	30.08
280.0	846.0	-60.763	0.086231	30.08
280.0	846.05	-62.046	0.086231	30.08
280.0	846.1	-61.471	0.086231	30.08
280.0	846.15	-61.23	0.086231	30.08
280.0	846.2	-60.209	0.086231	30.08
280.0	846.25	-59.137	0.086231	30.08
280.0	846.3	-57.412	0.086231	30.08
280.0	846.35	-59.373	0.086231	30.08
280.0	846.4	-62.831	0.086231	30.08
280.0	846.45	-60.327	0.086231	30.08
280.0	846.5	-65.255	0.086231	30.08
280.0	846.55	-61.288	0.086231	30.08
280.0	846.6	-63.158	0.086231	30.08
280.0	846.65	-59.305	0.086231	30.08
280.0	846.7	-59.332	0.086231	30.08
280.0	846.75	-59.978	0.086231	30.08
280.0	846.8	-64.768	0.086231	30.08
280.0	846.85	-59.367	0.086231	30.08
280.0	846.9	-62.964	0.086231	30.08
280.0	846.95	-60.917	0.086231	30.08
280.0	847.0	-60.372	0.086231	30.08
280.0	847.05	-65.883	0.086231	30.08
280.0	847.1	-60.343	0.086231	30.08
280.0	847.15	-65.85	0.086231	30.08
280.0	847.2	-58.74	0.086231	30.08
280.0	847.25	-59.514	0.086231	30.08
280.0	847.3	-60.93	0.086231	30.08
280.0	847.35	-60.335	0.086231	30.08
280.0	847.4	-60.1	0.086231	30.08
280.0	847.45	-59.543	0.086231	30.08
280.0	847.5	-59.576	0.086231	30.08
280.0	847.55	-60.119	0.086231	30.08
280.0	847.6	-61.174	0.086231	30.08
280.0	847.65	-59.232	0.086231	30.08
280.0	847.7	-60.854	0.086231	30.08
280.0	847.75	-59.31	0.086231	30.08
280.0	847.8	-59.412	0.086231	30.08
280.0	847.85	-62.528	0.086231	30.08
280.0	847.9	-64.182	0.086231	30.08
280.0	847.95	-61.605	0.086231	30.08
280.0	848.0	-61.81	0.086231	30.08
280.0	848.05	-59.298	0.086231	30.08
280.0	848.1	-59.341	0.086231	30.08
280.0	848.15	-60.055	0.086231	30.08
280.0	848.2	-61.147	0.086231	30.08
280.0	848.25	-67.082	0.086231	30.08
280.0	848.3	-59.5	0.086231	30.08
280.0	848.35	-66.971	0.086231	30.08
280.0	848.4	-62.677	0.086231	30.08
280.0	848.45	-60.528	0.086231	30.08
280.0	848.5	-64.009	0.086231	30.08
280.0	848.55	-59.621	0.086231	30.08
280.0	848.6	-59.735	0.086231	30.08
