03-22-2022	mo	VERSION: 2020_01_31

Temperatursteuerung:	automatisch (ILX-TEC) (AD590: 0.0,1.0,0.855)
Anfangstemperatur /°C:	30.1
Delta-Temperatur /°C:	5.0
Endtemperatur /°C:	30.1
Anzahl der Temperaturen:	1
aktuelle Temperatur-Nr:	1
aktuelle Temperatur /°C:	30.1

Stromquelle:	LDD5060	U_Messung
Startstrom /mA:	190.0
d-Strom /mA:	10.0
Maximalstrom /mA:	700.0
Anzahl der Ströme:	52
aktuelle Strom-Nr:
aktueller Strom /mA:
Art:	CW	keinePolarisation



Einstellspannung (E3631A_P6V): 0.0 ( 0.25) 3.0 V ; 0.75 V


Messfassungsnr.:	C030652








Messgeraet:	Q8384 (ADVANTEST)
Messgeraet:	FSUP/FSW





















Projektnummer:	9618
Projektverantwortlicher:	Wohlfeil
Lasertyp:	TPL
Wafer:	R1268-4
TF/Riegel/Chip:	070709
Prozess:	Z1-9581-TRA
Beschichtung:	Z1-9648-FAC
AVT-Losdokument:	Z2-2654-LCM

Laenge /µm:	6000
Breite /µm:	400
Lambda /nm:	820
Aufbauart:	p-up
Traegerart:	Chip
Traeger-Nr.:	C030652
Diodenname:	070709
Absorber /mA:	








Kommentar:	

Current (mA)	Wavelength (nm)	Intensity	C_absorber (A)	Temperature (deg.C)
420.0	845.55	-56.904	0.086231	29.99
420.0	845.6	-57.446	0.086231	29.99
420.0	845.65	-56.771	0.086231	29.99
420.0	845.7	-56.574	0.086231	29.99
420.0	845.75	-55.734	0.086231	29.99
420.0	845.8	-57.092	0.086231	29.99
420.0	845.85	-56.623	0.086231	29.99
420.0	845.9	-56.877	0.086231	29.99
420.0	845.95	-57.045	0.086231	29.99
420.0	846.0	-57.003	0.086231	29.99
420.0	846.05	-56.622	0.086231	29.99
420.0	846.1	-57.178	0.086231	29.99
420.0	846.15	-57.69	0.086231	29.99
420.0	846.2	-57.08	0.086231	29.99
420.0	846.25	-56.784	0.086231	29.99
420.0	846.3	-58.022	0.086231	29.99
420.0	846.35	-57.117	0.086231	29.99
420.0	846.4	-55.584	0.086231	29.99
420.0	846.45	-57.172	0.086231	29.99
420.0	846.5	-56.856	0.086231	29.99
420.0	846.55	-57.539	0.086231	29.99
420.0	846.6	-58.347	0.086231	29.99
420.0	846.65	-56.545	0.086231	29.99
420.0	846.7	-56.986	0.086231	29.99
420.0	846.75	-57.143	0.086231	29.99
420.0	846.8	-57.901	0.086231	29.99
420.0	846.85	-57.446	0.086231	29.99
420.0	846.9	-57.541	0.086231	29.99
420.0	846.95	-57.34	0.086231	29.99
420.0	847.0	-58.327	0.086231	29.99
420.0	847.05	-56.499	0.086231	29.99
420.0	847.1	-56.906	0.086231	29.99
420.0	847.15	-57.342	0.086231	29.99
420.0	847.2	-57.537	0.086231	29.99
420.0	847.25	-57.625	0.086231	29.99
420.0	847.3	-57.473	0.086231	29.99
420.0	847.35	-57.932	0.086231	29.99
420.0	847.4	-57.753	0.086231	29.99
420.0	847.45	-56.85	0.086231	29.99
420.0	847.5	-57.761	0.086231	29.99
420.0	847.55	-57.375	0.086231	29.99
420.0	847.6	-58.124	0.086231	29.99
420.0	847.65	-57.604	0.086231	29.99
420.0	847.7	-56.733	0.086231	29.99
420.0	847.75	-58.223	0.086231	29.99
420.0	847.8	-58.785	0.086231	29.99
420.0	847.85	-56.86	0.086231	29.99
420.0	847.9	-56.491	0.086231	29.99
420.0	847.95	-57.171	0.086231	29.99
420.0	848.0	-57.213	0.086231	29.99
420.0	848.05	-57.548	0.086231	29.99
420.0	848.1	-58.096	0.086231	29.99
420.0	848.15	-59.901	0.086231	29.99
420.0	848.2	-57.272	0.086231	29.99
420.0	848.25	-55.711	0.086231	29.99
420.0	848.3	-57.84	0.086231	29.99
420.0	848.35	-57.796	0.086231	29.99
420.0	848.4	-57.135	0.086231	29.99
420.0	848.45	-58.287	0.086231	29.99
420.0	848.5	-57.672	0.086231	29.99
420.0	848.55	-57.312	0.086231	29.99
420.0	848.6	-57.683	0.086231	29.99
420.0	848.65	-56.755	0.086231	29.99
420.0	848.7	-57.17	0.086231	29.99
420.0	848.75	-58.043	0.086231	29.99
420.0	848.8	-57.288	0.086231	29.99
420.0	848.85	-56.699	0.086231	29.99
420.0	848.9	-57.462	0.086231	29.99
420.0	848.95	-57.365	0.086231	29.99
420.0	849.0	-58.51	0.086231	29.99
420.0	849.05	-57.608	0.086231	29.99
420.0	849.1	-58.395	0.086231	29.99
420.0	849.15	-57.833	0.086231	29.99
420.0	849.2	-58.567	0.086231	29.99
420.0	849.25	-57.286	0.086231	29.99
420.0	849.3	-57.946	0.086231	29.99
420.0	849.35	-57.121	0.086231	29.99
420.0	849.4	-56.823	0.086231	29.99
420.0	849.45	-59.374	0.086231	29.99
420.0	849.5	-57.629	0.086231	29.99
420.0	849.55	-56.336	0.086231	29.99
420.0	849.6	-56.889	0.086231	29.99
420.0	849.65	-57.903	0.086231	29.99
420.0	849.7	-57.29	0.086231	29.99
420.0	849.75	-57.713	0.086231	29.99
420.0	849.8	-57.756	0.086231	29.99
420.0	849.85	-57.235	0.086231	29.99
420.0	849.9	-56.704	0.086231	29.99
420.0	849.95	-56.378	0.086231	29.99
420.0	850.0	-57.682	0.086231	29.99

430.0	800.0	-52.708	0.086231	29.99
430.0	800.05	-53.156	0.086231	29.99
430.0	800.1	-54.694	0.086231	29.99
430.0	800.15	-53.334	0.086231	29.99
430.0	800.2	-53.542	0.086231	29.99
430.0	800.25	-53.481	0.086231	29.99
430.0	800.3	-53.806	0.086231	29.99
430.0	800.35	-53.227	0.086231	29.99
430.0	800.4	-53.663	0.086231	29.99
430.0	800.45	-52.591	0.086231	29.99
430.0	800.5	-53.478	0.086231	29.99
430.0	800.55	-53.895	0.086231	29.99
430.0	800.6	-52.202	0.086231	29.99
430.0	800.65	-54.319	0.086231	29.99
430.0	800.7	-52.728	0.086231	29.99
430.0	800.75	-54.139	0.086231	29.99
430.0	800.8	-53.255	0.086231	29.99
430.0	800.85	-53.743	0.086231	29.99
430.0	800.9	-52.214	0.086231	29.99
430.0	800.95	-53.707	0.086231	29.99
430.0	801.0	-53.922	0.086231	29.99
430.0	801.05	-52.896	0.086231	29.99
430.0	801.1	-53.407	0.086231	29.99
430.0	801.15	-52.937	0.086231	29.99
430.0	801.2	-54.333	0.086231	29.99
430.0	801.25	-53.094	0.086231	29.99
430.0	801.3	-53.483	0.086231	29.99
430.0	801.35	-53.27	0.086231	29.99
430.0	801.4	-53.78	0.086231	29.99
430.0	801.45	-53.535	0.086231	29.99
430.0	801.5	-53.711	0.086231	29.99
430.0	801.55	-53.244	0.086231	29.99
430.0	801.6	-53.846	0.086231	29.99
430.0	801.65	-54.49	0.086231	29.99
430.0	801.7	-53.934	0.086231	29.99
430.0	801.75	-52.952	0.086231	29.99
430.0	801.8	-53.755	0.086231	29.99
430.0	801.85	-55.284	0.086231	29.99
430.0	801.9	-54.402	0.086231	29.99
430.0	801.95	-54.067	0.086231	29.99
430.0	802.0	-53.234	0.086231	29.99
430.0	802.05	-53.958	0.086231	29.99
430.0	802.1	-54.063	0.086231	29.99
430.0	802.15	-51.996	0.086231	29.99
430.0	802.2	-53.877	0.086231	29.99
430.0	802.25	-53.729	0.086231	29.99
430.0	802.3	-53.706	0.086231	29.99
430.0	802.35	-53.184	0.086231	29.99
430.0	802.4	-54.033	0.086231	29.99
430.0	802.45	-54.596	0.086231	29.99
430.0	802.5	-54.209	0.086231	29.99
430.0	802.55	-53.87	0.086231	29.99
430.0	802.6	-54.217	0.086231	29.99
430.0	802.65	-52.609	0.086231	29.99
430.0	802.7	-53.212	0.086231	29.99
430.0	802.75	-53.422	0.086231	29.99
430.0	802.8	-54.403	0.086231	29.99
430.0	802.85	-53.234	0.086231	29.99
430.0	802.9	-53.793	0.086231	29.99
430.0	802.95	-53.371	0.086231	29.99
430.0	803.0	-54.957	0.086231	29.99
430.0	803.05	-53.344	0.086231	29.99
430.0	803.1	-54.068	0.086231	29.99
430.0	803.15	-52.979	0.086231	29.99
430.0	803.2	-54.444	0.086231	29.99
430.0	803.25	-52.886	0.086231	29.99
430.0	803.3	-53.85	0.086231	29.99
430.0	803.35	-53.205	0.086231	29.99
430.0	803.4	-52.54	0.086231	29.99
430.0	803.45	-54.356	0.086231	29.99
430.0	803.5	-54.178	0.086231	29.99
430.0	803.55	-53.565	0.086231	29.99
430.0	803.6	-52.623	0.086231	29.99
430.0	803.65	-52.953	0.086231	29.99
430.0	803.7	-54.004	0.086231	29.99
430.0	803.75	-53.685	0.086231	29.99
430.0	803.8	-55.266	0.086231	29.99
430.0	803.85	-53.307	0.086231	29.99
430.0	803.9	-53.585	0.086231	29.99
430.0	803.95	-53.095	0.086231	29.99
430.0	804.0	-53.059	0.086231	29.99
430.0	804.05	-55.39	0.086231	29.99
430.0	804.1	-53.48	0.086231	29.99
430.0	804.15	-53.022	0.086231	29.99
430.0	804.2	-53.627	0.086231	29.99
430.0	804.25	-53.815	0.086231	29.99
430.0	804.3	-53.42	0.086231	29.99
430.0	804.35	-52.927	0.086231	29.99
430.0	804.4	-54.215	0.086231	29.99
430.0	804.45	-53.238	0.086231	29.99
430.0	804.5	-52.897	0.086231	29.99
430.0	804.55	-52.491	0.086231	29.99
430.0	804.6	-54.236	0.086231	29.99
430.0	804.65	-54.18	0.086231	29.99
430.0	804.7	-53.737	0.086231	29.99
430.0	804.75	-52.848	0.086231	29.99
430.0	804.8	-52.821	0.086231	29.99
430.0	804.85	-53.07	0.086231	29.99
430.0	804.9	-53.804	0.086231	29.99
430.0	804.95	-53.322	0.086231	29.99
430.0	805.0	-53.755	0.086231	29.99
430.0	805.05	-54.091	0.086231	29.99
430.0	805.1	-54.61	0.086231	29.99
430.0	805.15	-53.136	0.086231	29.99
430.0	805.2	-55.276	0.086231	29.99
430.0	805.25	-53.324	0.086231	29.99
430.0	805.3	-53.442	0.086231	29.99
430.0	805.35	-53.89	0.086231	29.99
430.0	805.4	-53.494	0.086231	29.99
430.0	805.45	-53.855	0.086231	29.99
430.0	805.5	-55.107	0.086231	29.99
430.0	805.55	-54.77	0.086231	29.99
430.0	805.6	-53.609	0.086231	29.99
430.0	805.65	-53.698	0.086231	29.99
430.0	805.7	-53.449	0.086231	29.99
430.0	805.75	-54.496	0.086231	29.99
430.0	805.8	-53.79	0.086231	29.99
430.0	805.85	-53.602	0.086231	29.99
430.0	805.9	-54.687	0.086231	29.99
430.0	805.95	-55.197	0.086231	29.99
430.0	806.0	-53.512	0.086231	29.99
430.0	806.05	-54.026	0.086231	29.99
430.0	806.1	-53.809	0.086231	29.99
430.0	806.15	-54.683	0.086231	29.99
430.0	806.2	-53.6	0.086231	29.99
430.0	806.25	-54.158	0.086231	29.99
430.0	806.3	-54.097	0.086231	29.99
430.0	806.35	-53.859	0.086231	29.99
430.0	806.4	-54.534	0.086231	29.99
430.0	806.45	-53.91	0.086231	29.99
430.0	806.5	-53.814	0.086231	29.99
430.0	806.55	-53.518	0.086231	29.99
430.0	806.6	-53.028	0.086231	29.99
430.0	806.65	-53.422	0.086231	29.99
430.0	806.7	-54.134	0.086231	29.99
430.0	806.75	-54.346	0.086231	29.99
430.0	806.8	-53.71	0.086231	29.99
430.0	806.85	-53.778	0.086231	29.99
430.0	806.9	-54.161	0.086231	29.99
430.0	806.95	-53.069	0.086231	29.99
430.0	807.0	-53.203	0.086231	29.99
430.0	807.05	-53.853	0.086231	29.99
430.0	807.1	-53.611	0.086231	29.99
430.0	807.15	-53.344	0.086231	29.99
430.0	807.2	-53.414	0.086231	29.99
430.0	807.25	-54.048	0.086231	29.99
430.0	807.3	-53.738	0.086231	29.99
430.0	807.35	-54.044	0.086231	29.99
430.0	807.4	-54.034	0.086231	29.99
430.0	807.45	-53.836	0.086231	29.99
430.0	807.5	-53.443	0.086231	29.99
430.0	807.55	-54.911	0.086231	29.99
430.0	807.6	-53.509	0.086231	29.99
430.0	807.65	-54.009	0.086231	29.99
430.0	807.7	-54.152	0.086231	29.99
430.0	807.75	-54.011	0.086231	29.99
430.0	807.8	-53.669	0.086231	29.99
430.0	807.85	-52.844	0.086231	29.99
430.0	807.9	-53.665	0.086231	29.99
430.0	807.95	-54.716	0.086231	29.99
430.0	808.0	-53.819	0.086231	29.99
430.0	808.05	-53.813	0.086231	29.99
430.0	808.1	-53.943	0.086231	29.99
430.0	808.15	-54.017	0.086231	29.99
430.0	808.2	-53.642	0.086231	29.99
430.0	808.25	-54.442	0.086231	29.99
430.0	808.3	-52.907	0.086231	29.99
430.0	808.35	-53.555	0.086231	29.99
430.0	808.4	-53.702	0.086231	29.99
430.0	808.45	-53.429	0.086231	29.99
430.0	808.5	-54.226	0.086231	29.99
430.0	808.55	-53.138	0.086231	29.99
430.0	808.6	-53.661	0.086231	29.99
430.0	808.65	-53.836	0.086231	29.99
430.0	808.7	-53.48	0.086231	29.99
430.0	808.75	-54.006	0.086231	29.99
430.0	808.8	-54.194	0.086231	29.99
430.0	808.85	-53.858	0.086231	29.99
430.0	808.9	-53.746	0.086231	29.99
430.0	808.95	-53.298	0.086231	29.99
430.0	809.0	-53.214	0.086231	29.99
430.0	809.05	-54.629	0.086231	29.99
430.0	809.1	-55.078	0.086231	29.99
430.0	809.15	-52.964	0.086231	29.99
430.0	809.2	-53.003	0.086231	29.99
430.0	809.25	-53.651	0.086231	29.99
430.0	809.3	-52.797	0.086231	29.99
430.0	809.35	-55.615	0.086231	29.99
430.0	809.4	-53.228	0.086231	29.99
430.0	809.45	-54.297	0.086231	29.99
430.0	809.5	-53.678	0.086231	29.99
430.0	809.55	-54.206	0.086231	29.99
430.0	809.6	-54.291	0.086231	29.99
430.0	809.65	-52.711	0.086231	29.99
430.0	809.7	-53.575	0.086231	29.99
430.0	809.75	-53.766	0.086231	29.99
430.0	809.8	-54.426	0.086231	29.99
430.0	809.85	-53.484	0.086231	29.99
430.0	809.9	-54.3	0.086231	29.99
430.0	809.95	-53.582	0.086231	29.99
430.0	810.0	-53.52	0.086231	29.99
430.0	810.05	-53.871	0.086231	29.99
430.0	810.1	-53.597	0.086231	29.99
430.0	810.15	-53.369	0.086231	29.99
430.0	810.2	-53.174	0.086231	29.99
430.0	810.25	-53.254	0.086231	29.99
430.0	810.3	-54.725	0.086231	29.99
430.0	810.35	-53.339	0.086231	29.99
430.0	810.4	-54.205	0.086231	29.99
430.0	810.45	-53.27	0.086231	29.99
430.0	810.5	-53.902	0.086231	29.99
430.0	810.55	-53.37	0.086231	29.99
430.0	810.6	-52.897	0.086231	29.99
430.0	810.65	-53.887	0.086231	29.99
430.0	810.7	-53.79	0.086231	29.99
430.0	810.75	-54.548	0.086231	29.99
430.0	810.8	-53.47	0.086231	29.99
430.0	810.85	-53.552	0.086231	29.99
430.0	810.9	-53.611	0.086231	29.99
430.0	810.95	-53.247	0.086231	29.99
430.0	811.0	-53.212	0.086231	29.99
430.0	811.05	-53.515	0.086231	29.99
430.0	811.1	-54.452	0.086231	29.99
430.0	811.15	-53.151	0.086231	29.99
430.0	811.2	-53.229	0.086231	29.99
430.0	811.25	-53.396	0.086231	29.99
430.0	811.3	-52.994	0.086231	29.99
430.0	811.35	-53.573	0.086231	29.99
430.0	811.4	-53.667	0.086231	29.99
430.0	811.45	-52.744	0.086231	29.99
430.0	811.5	-53.782	0.086231	29.99
430.0	811.55	-53.441	0.086231	29.99
430.0	811.6	-54.402	0.086231	29.99
430.0	811.65	-54.641	0.086231	29.99
430.0	811.7	-52.559	0.086231	29.99
430.0	811.75	-53.918	0.086231	29.99
430.0	811.8	-53.579	0.086231	29.99
430.0	811.85	-53.454	0.086231	29.99
430.0	811.9	-53.717	0.086231	29.99
430.0	811.95	-53.107	0.086231	29.99
430.0	812.0	-53.634	0.086231	29.99
430.0	812.05	-53.715	0.086231	29.99
430.0	812.1	-53.691	0.086231	29.99
430.0	812.15	-52.614	0.086231	29.99
430.0	812.2	-53.587	0.086231	29.99
430.0	812.25	-52.812	0.086231	29.99
430.0	812.3	-54.403	0.086231	29.99
430.0	812.35	-54.641	0.086231	29.99
430.0	812.4	-54.678	0.086231	29.99
430.0	812.45	-53.793	0.086231	29.99
430.0	812.5	-53.894	0.086231	29.99
430.0	812.55	-53.257	0.086231	29.99
430.0	812.6	-54.803	0.086231	29.99
430.0	812.65	-53.277	0.086231	29.99
430.0	812.7	-53.99	0.086231	29.99
430.0	812.75	-53.539	0.086231	29.99
430.0	812.8	-53.769	0.086231	29.99
430.0	812.85	-53.147	0.086231	29.99
430.0	812.9	-54.087	0.086231	29.99
430.0	812.95	-52.938	0.086231	29.99
430.0	813.0	-53.767	0.086231	29.99
430.0	813.05	-53.857	0.086231	29.99
430.0	813.1	-53.519	0.086231	29.99
430.0	813.15	-53.764	0.086231	29.99
430.0	813.2	-52.975	0.086231	29.99
430.0	813.25	-53.221	0.086231	29.99
430.0	813.3	-54.113	0.086231	29.99
430.0	813.35	-53.585	0.086231	29.99
430.0	813.4	-53.163	0.086231	29.99
430.0	813.45	-53.39	0.086231	29.99
430.0	813.5	-53.349	0.086231	29.99
430.0	813.55	-53.542	0.086231	29.99
430.0	813.6	-52.886	0.086231	29.99
430.0	813.65	-53.358	0.086231	29.99
430.0	813.7	-53.92	0.086231	29.99
430.0	813.75	-52.879	0.086231	29.99
430.0	813.8	-53.292	0.086231	29.99
430.0	813.85	-53.58	0.086231	29.99
430.0	813.9	-52.869	0.086231	29.99
430.0	813.95	-53.27	0.086231	29.99
430.0	814.0	-53.511	0.086231	29.99
430.0	814.05	-53.674	0.086231	29.99
430.0	814.1	-52.662	0.086231	29.99
430.0	814.15	-52.589	0.086231	29.99
430.0	814.2	-52.529	0.086231	29.99
430.0	814.25	-53.747	0.086231	29.99
430.0	814.3	-52.532	0.086231	29.99
430.0	814.35	-52.436	0.086231	29.99
430.0	814.4	-53.57	0.086231	29.99
430.0	814.45	-52.579	0.086231	29.99
430.0	814.5	-54.483	0.086231	29.99
430.0	814.55	-52.879	0.086231	29.99
430.0	814.6	-52.619	0.086231	29.99
430.0	814.65	-52.753	0.086231	29.99
430.0	814.7	-52.443	0.086231	29.99
430.0	814.75	-53.588	0.086231	29.99
430.0	814.8	-53.547	0.086231	29.99
430.0	814.85	-53.112	0.086231	29.99
430.0	814.9	-52.548	0.086231	29.99
430.0	814.95	-52.612	0.086231	29.99
430.0	815.0	-53.21	0.086231	29.99
430.0	815.05	-53.931	0.086231	29.99
430.0	815.1	-53.154	0.086231	29.99
430.0	815.15	-52.812	0.086231	29.99
430.0	815.2	-52.629	0.086231	29.99
430.0	815.25	-53.776	0.086231	29.99
430.0	815.3	-53.077	0.086231	29.99
430.0	815.35	-53.002	0.086231	29.99
430.0	815.4	-52.595	0.086231	29.99
430.0	815.45	-51.966	0.086231	29.99
430.0	815.5	-52.945	0.086231	29.99
430.0	815.55	-52.659	0.086231	29.99
430.0	815.6	-52.937	0.086231	29.99
430.0	815.65	-52.491	0.086231	29.99
430.0	815.7	-52.944	0.086231	29.99
430.0	815.75	-52.505	0.086231	29.99
430.0	815.8	-52.342	0.086231	29.99
430.0	815.85	-52.252	0.086231	29.99
430.0	815.9	-52.562	0.086231	29.99
430.0	815.95	-52.168	0.086231	29.99
430.0	816.0	-52.206	0.086231	29.99
430.0	816.05	-52.42	0.086231	29.99
430.0	816.1	-52.668	0.086231	29.99
430.0	816.15	-52.794	0.086231	29.99
430.0	816.2	-51.886	0.086231	29.99
430.0	816.25	-53.055	0.086231	29.99
430.0	816.3	-52.544	0.086231	29.99
430.0	816.35	-52.745	0.086231	29.99
430.0	816.4	-52.441	0.086231	29.99
430.0	816.45	-52.432	0.086231	29.99
430.0	816.5	-52.844	0.086231	29.99
430.0	816.55	-52.415	0.086231	29.99
430.0	816.6	-53.061	0.086231	29.99
430.0	816.65	-52.768	0.086231	29.99
430.0	816.7	-52.494	0.086231	29.99
430.0	816.75	-52.259	0.086231	29.99
430.0	816.8	-52.419	0.086231	29.99
430.0	816.85	-52.404	0.086231	29.99
430.0	816.9	-52.203	0.086231	29.99
430.0	816.95	-52.023	0.086231	29.99
430.0	817.0	-52.248	0.086231	29.99
430.0	817.05	-51.809	0.086231	29.99
430.0	817.1	-51.928	0.086231	29.99
430.0	817.15	-52.443	0.086231	29.99
430.0	817.2	-52.887	0.086231	29.99
430.0	817.25	-53.351	0.086231	29.99
430.0	817.3	-52.211	0.086231	29.99
430.0	817.35	-51.965	0.086231	29.99
430.0	817.4	-52.524	0.086231	29.99
430.0	817.45	-52.11	0.086231	29.99
430.0	817.5	-51.867	0.086231	29.99
430.0	817.55	-52.384	0.086231	29.99
430.0	817.6	-52.575	0.086231	29.99
430.0	817.65	-51.8	0.086231	29.99
430.0	817.7	-52.784	0.086231	29.99
430.0	817.75	-52.126	0.086231	29.99
430.0	817.8	-52.358	0.086231	29.99
430.0	817.85	-52.43	0.086231	29.99
430.0	817.9	-52.009	0.086231	29.99
430.0	817.95	-51.907	0.086231	29.99
430.0	818.0	-51.988	0.086231	29.99
430.0	818.05	-52.295	0.086231	29.99
430.0	818.1	-51.575	0.086231	29.99
430.0	818.15	-51.889	0.086231	29.99
430.0	818.2	-51.663	0.086231	29.99
430.0	818.25	-51.872	0.086231	29.99
430.0	818.3	-51.817	0.086231	29.99
430.0	818.35	-51.575	0.086231	29.99
430.0	818.4	-51.558	0.086231	29.99
430.0	818.45	-51.353	0.086231	29.99
430.0	818.5	-51.743	0.086231	29.99
430.0	818.55	-51.91	0.086231	29.99
430.0	818.6	-51.709	0.086231	29.99
430.0	818.65	-51.223	0.086231	29.99
430.0	818.7	-51.496	0.086231	29.99
430.0	818.75	-51.881	0.086231	29.99
430.0	818.8	-51.599	0.086231	29.99
430.0	818.85	-51.17	0.086231	29.99
430.0	818.9	-51.483	0.086231	29.99
430.0	818.95	-51.275	0.086231	29.99
430.0	819.0	-51.184	0.086231	29.99
430.0	819.05	-51.405	0.086231	29.99
430.0	819.1	-51.24	0.086231	29.99
430.0	819.15	-50.749	0.086231	29.99
430.0	819.2	-51.47	0.086231	29.99
430.0	819.25	-51.098	0.086231	29.99
430.0	819.3	-50.947	0.086231	29.99
430.0	819.35	-51.158	0.086231	29.99
430.0	819.4	-51.031	0.086231	29.99
430.0	819.45	-51.059	0.086231	29.99
430.0	819.5	-51.096	0.086231	29.99
430.0	819.55	-51.001	0.086231	29.99
430.0	819.6	-51.088	0.086231	29.99
430.0	819.65	-50.701	0.086231	29.99
430.0	819.7	-50.674	0.086231	29.99
430.0	819.75	-51.382	0.086231	29.99
430.0	819.8	-50.743	0.086231	29.99
430.0	819.85	-51.205	0.086231	29.99
430.0	819.9	-50.953	0.086231	29.99
430.0	819.95	-50.694	0.086231	29.99
430.0	820.0	-50.435	0.086231	29.99
430.0	820.05	-51.079	0.086231	29.99
430.0	820.1	-50.848	0.086231	29.99
430.0	820.15	-50.708	0.086231	29.99
430.0	820.2	-50.706	0.086231	29.99
430.0	820.25	-50.494	0.086231	29.99
430.0	820.3	-50.223	0.086231	29.99
430.0	820.35	-50.661	0.086231	29.99
430.0	820.4	-50.277	0.086231	29.99
430.0	820.45	-50.696	0.086231	29.99
430.0	820.5	-51.172	0.086231	29.99
430.0	820.55	-50.67	0.086231	29.99
430.0	820.6	-50.398	0.086231	29.99
430.0	820.65	-50.324	0.086231	29.99
430.0	820.7	-50.456	0.086231	29.99
430.0	820.75	-50.334	0.086231	29.99
430.0	820.8	-50.166	0.086231	29.99
430.0	820.85	-50.616	0.086231	29.99
430.0	820.9	-50.122	0.086231	29.99
430.0	820.95	-50.172	0.086231	29.99
430.0	821.0	-50.167	0.086231	29.99
430.0	821.05	-50.203	0.086231	29.99
430.0	821.1	-50.494	0.086231	29.99
430.0	821.15	-50.044	0.086231	29.99
430.0	821.2	-50.134	0.086231	29.99
430.0	821.25	-49.994	0.086231	29.99
430.0	821.3	-49.848	0.086231	29.99
430.0	821.35	-49.555	0.086231	29.99
430.0	821.4	-49.858	0.086231	29.99
430.0	821.45	-49.733	0.086231	29.99
430.0	821.5	-49.799	0.086231	29.99
430.0	821.55	-49.867	0.086231	29.99
430.0	821.6	-49.692	0.086231	29.99
430.0	821.65	-49.636	0.086231	29.99
430.0	821.7	-49.461	0.086231	29.99
430.0	821.75	-49.633	0.086231	29.99
430.0	821.8	-49.434	0.086231	29.99
430.0	821.85	-49.072	0.086231	29.99
430.0	821.9	-49.541	0.086231	29.99
430.0	821.95	-49.281	0.086231	29.99
430.0	822.0	-49.119	0.086231	29.99
430.0	822.05	-49.346	0.086231	29.99
430.0	822.1	-49.234	0.086231	29.99
430.0	822.15	-49.147	0.086231	29.99
430.0	822.2	-49.087	0.086231	29.99
430.0	822.25	-49.182	0.086231	29.99
430.0	822.3	-49.262	0.086231	29.99
430.0	822.35	-49.246	0.086231	29.99
430.0	822.4	-49.261	0.086231	29.99
430.0	822.45	-49.314	0.086231	29.99
430.0	822.5	-48.99	0.086231	29.99
430.0	822.55	-48.955	0.086231	29.99
430.0	822.6	-49.216	0.086231	29.99
430.0	822.65	-49.039	0.086231	29.99
430.0	822.7	-49.068	0.086231	29.99
430.0	822.75	-49.131	0.086231	29.99
430.0	822.8	-49.031	0.086231	29.99
430.0	822.85	-49.144	0.086231	29.99
430.0	822.9	-49.169	0.086231	29.99
430.0	822.95	-49.199	0.086231	29.99
430.0	823.0	-48.84	0.086231	29.99
430.0	823.05	-48.749	0.086231	29.99
430.0	823.1	-48.707	0.086231	29.99
430.0	823.15	-48.949	0.086231	29.99
430.0	823.2	-48.803	0.086231	29.99
430.0	823.25	-48.69	0.086231	29.99
430.0	823.3	-48.904	0.086231	29.99
430.0	823.35	-48.607	0.086231	29.99
430.0	823.4	-48.606	0.086231	29.99
430.0	823.45	-48.946	0.086231	29.99
430.0	823.5	-48.805	0.086231	29.99
430.0	823.55	-48.837	0.086231	29.99
430.0	823.6	-48.717	0.086231	29.99
430.0	823.65	-48.629	0.086231	29.99
430.0	823.7	-48.838	0.086231	29.99
430.0	823.75	-48.713	0.086231	29.99
430.0	823.8	-48.448	0.086231	29.99
430.0	823.85	-48.595	0.086231	29.99
430.0	823.9	-48.45	0.086231	29.99
430.0	823.95	-48.639	0.086231	29.99
430.0	824.0	-48.436	0.086231	29.99
430.0	824.05	-48.352	0.086231	29.99
430.0	824.1	-48.473	0.086231	29.99
430.0	824.15	-48.275	0.086231	29.99
430.0	824.2	-48.384	0.086231	29.99
430.0	824.25	-48.4	0.086231	29.99
430.0	824.3	-48.239	0.086231	29.99
430.0	824.35	-48.081	0.086231	29.99
430.0	824.4	-48.09	0.086231	29.99
430.0	824.45	-48.128	0.086231	29.99
430.0	824.5	-47.943	0.086231	29.99
430.0	824.55	-47.976	0.086231	29.99
430.0	824.6	-47.917	0.086231	29.99
430.0	824.65	-48.252	0.086231	29.99
430.0	824.7	-47.921	0.086231	29.99
430.0	824.75	-47.63	0.086231	29.99
430.0	824.8	-47.883	0.086231	29.99
430.0	824.85	-47.966	0.086231	29.99
430.0	824.9	-47.721	0.086231	29.99
430.0	824.95	-47.749	0.086231	29.99
430.0	825.0	-47.618	0.086231	29.99
430.0	825.05	-47.637	0.086231	29.99
430.0	825.1	-47.82	0.086231	29.99
430.0	825.15	-47.695	0.086231	29.99
430.0	825.2	-47.727	0.086231	29.99
430.0	825.25	-47.496	0.086231	29.99
430.0	825.3	-47.665	0.086231	29.99
430.0	825.35	-47.534	0.086231	29.99
430.0	825.4	-47.612	0.086231	29.99
430.0	825.45	-47.359	0.086231	29.99
430.0	825.5	-47.573	0.086231	29.99
430.0	825.55	-47.574	0.086231	29.99
430.0	825.6	-47.494	0.086231	29.99
430.0	825.65	-47.525	0.086231	29.99
430.0	825.7	-47.712	0.086231	29.99
430.0	825.75	-47.522	0.086231	29.99
