03-22-2022	mo	VERSION: 2020_01_31

Temperatursteuerung:	automatisch (ILX-TEC) (AD590: 0.0,1.0,0.855)
Anfangstemperatur /°C:	30.1
Delta-Temperatur /°C:	5.0
Endtemperatur /°C:	30.1
Anzahl der Temperaturen:	1
aktuelle Temperatur-Nr:	1
aktuelle Temperatur /°C:	30.1

Stromquelle:	LDD5060	U_Messung
Startstrom /mA:	190.0
d-Strom /mA:	10.0
Maximalstrom /mA:	700.0
Anzahl der Ströme:	52
aktuelle Strom-Nr:
aktueller Strom /mA:
Art:	CW	keinePolarisation



Einstellspannung (E3631A_P6V): 0.0 ( 0.25) 3.0 V ; 0.75 V


Messfassungsnr.:	C030652








Messgeraet:	Q8384 (ADVANTEST)
Messgeraet:	FSUP/FSW





















Projektnummer:	9618
Projektverantwortlicher:	Wohlfeil
Lasertyp:	TPL
Wafer:	R1268-4
TF/Riegel/Chip:	070709
Prozess:	Z1-9581-TRA
Beschichtung:	Z1-9648-FAC
AVT-Losdokument:	Z2-2654-LCM

Laenge /µm:	6000
Breite /µm:	400
Lambda /nm:	820
Aufbauart:	p-up
Traegerart:	Chip
Traeger-Nr.:	C030652
Diodenname:	070709
Absorber /mA:	








Kommentar:	

Current (mA)	Frequency (GHz)	Intensity (dBm)	C_absorber (A)	Temperature (deg.C)
190.0	17.52519	-115.1020	0.086231	30.0
190.0	17.5252	-113.2768	0.086231	30.0
190.0	17.52521	-106.4929	0.086231	30.0
190.0	17.52522	-104.8155	0.086231	30.0
190.0	17.52523	-104.2417	0.086231	30.0
190.0	17.52524	-106.5033	0.086231	30.0
190.0	17.52525	-101.2352	0.086231	30.0
190.0	17.52526	-100.6905	0.086231	30.0
190.0	17.52527	-101.9282	0.086231	30.0
190.0	17.52528	-111.0509	0.086231	30.0
190.0	17.52529	-101.6874	0.086231	30.0
190.0	17.5253	-101.4970	0.086231	30.0
190.0	17.52531	-106.5726	0.086231	30.0
190.0	17.52532	-105.9265	0.086231	30.0
190.0	17.52533	-109.7844	0.086231	30.0
190.0	17.52534	-108.3644	0.086231	30.0
190.0	17.52535	-102.6516	0.086231	30.0
190.0	17.52536	-102.6241	0.086231	30.0
190.0	17.52537	-102.7079	0.086231	30.0
190.0	17.52538	-106.7896	0.086231	30.0
190.0	17.52539	-106.7032	0.086231	30.0
190.0	17.5254	-104.9061	0.086231	30.0
190.0	17.52541	-109.8899	0.086231	30.0
190.0	17.52542	-110.1024	0.086231	30.0
190.0	17.52543	-111.4998	0.086231	30.0
190.0	17.52544	-108.2090	0.086231	30.0
190.0	17.52545	-109.0374	0.086231	30.0
190.0	17.52546	-107.7348	0.086231	30.0
190.0	17.52547	-107.5864	0.086231	30.0
190.0	17.52548	-107.8612	0.086231	30.0
190.0	17.52549	-101.1903	0.086231	30.0
190.0	17.5255	-102.4857	0.086231	30.0
190.0	17.52551	-109.5799	0.086231	30.0
190.0	17.52552	-109.8789	0.086231	30.0
190.0	17.52553	-109.9312	0.086231	30.0
190.0	17.52554	-107.3057	0.086231	30.0
190.0	17.52555	-105.0303	0.086231	30.0
190.0	17.52556	-104.9826	0.086231	30.0
190.0	17.52557	-104.0835	0.086231	30.0
190.0	17.52558	-102.2275	0.086231	30.0
190.0	17.52559	-109.7831	0.086231	30.0
190.0	17.5256	-116.7889	0.086231	30.0
190.0	17.52561	-110.8965	0.086231	30.0
190.0	17.52562	-109.0299	0.086231	30.0
190.0	17.52563	-108.9264	0.086231	30.0
190.0	17.52564	-106.8093	0.086231	30.0
190.0	17.52565	-106.4628	0.086231	30.0
190.0	17.52566	-107.8870	0.086231	30.0
190.0	17.52567	-106.7254	0.086231	30.0
190.0	17.52568	-104.4347	0.086231	30.0
190.0	17.52569	-105.4611	0.086231	30.0
190.0	17.5257	-111.0553	0.086231	30.0
190.0	17.52571	-113.2880	0.086231	30.0
190.0	17.52572	-111.5247	0.086231	30.0
190.0	17.52573	-105.4977	0.086231	30.0
190.0	17.52574	-102.1526	0.086231	30.0
190.0	17.52575	-103.4012	0.086231	30.0
190.0	17.52576	-104.1888	0.086231	30.0
190.0	17.52577	-104.4297	0.086231	30.0
190.0	17.52578	-108.6292	0.086231	30.0
190.0	17.52579	-116.3351	0.086231	30.0
190.0	17.5258	-107.8003	0.086231	30.0
190.0	17.52581	-106.0314	0.086231	30.0
190.0	17.52582	-107.4655	0.086231	30.0
190.0	17.52583	-104.3778	0.086231	30.0
190.0	17.52584	-104.3102	0.086231	30.0
190.0	17.52585	-109.5841	0.086231	30.0
190.0	17.52586	-112.4243	0.086231	30.0
190.0	17.52587	-104.0626	0.086231	30.0
190.0	17.52588	-103.9623	0.086231	30.0
190.0	17.52589	-109.9310	0.086231	30.0
190.0	17.5259	-111.2754	0.086231	30.0
190.0	17.52591	-109.6304	0.086231	30.0
190.0	17.52592	-104.2566	0.086231	30.0
190.0	17.52593	-103.6196	0.086231	30.0
190.0	17.52594	-108.5005	0.086231	30.0
190.0	17.52595	-114.2238	0.086231	30.0
190.0	17.52596	-113.6760	0.086231	30.0
190.0	17.52597	-111.0696	0.086231	30.0
190.0	17.52598	-104.6514	0.086231	30.0
190.0	17.52599	-104.8552	0.086231	30.0
190.0	17.526	-106.8152	0.086231	30.0
190.0	17.52601	-106.4989	0.086231	30.0
190.0	17.52602	-101.9111	0.086231	30.0
190.0	17.52603	-102.4643	0.086231	30.0
190.0	17.52604	-109.9148	0.086231	30.0
190.0	17.52605	-108.0337	0.086231	30.0
190.0	17.52606	-108.0487	0.086231	30.0
190.0	17.52607	-102.3860	0.086231	30.0
190.0	17.52608	-102.9021	0.086231	30.0
190.0	17.52609	-100.8881	0.086231	30.0
190.0	17.5261	-100.7440	0.086231	30.0
190.0	17.52611	-101.1010	0.086231	30.0
190.0	17.52612	-100.8682	0.086231	30.0
190.0	17.52613	-105.9563	0.086231	30.0
190.0	17.52614	-106.1766	0.086231	30.0
190.0	17.52615	-105.3308	0.086231	30.0
190.0	17.52616	-106.5006	0.086231	30.0
190.0	17.52617	-103.3309	0.086231	30.0
190.0	17.52618	-106.3648	0.086231	30.0
190.0	17.52619	-108.8822	0.086231	30.0
190.0	17.5262	-109.0942	0.086231	30.0
190.0	17.52621	-107.5396	0.086231	30.0
190.0	17.52622	-107.5729	0.086231	30.0
190.0	17.52623	-109.3841	0.086231	30.0
190.0	17.52624	-105.2482	0.086231	30.0
190.0	17.52625	-113.4705	0.086231	30.0
190.0	17.52626	-110.6837	0.086231	30.0
190.0	17.52627	-107.4298	0.086231	30.0
190.0	17.52628	-103.3582	0.086231	30.0
190.0	17.52629	-103.9385	0.086231	30.0
190.0	17.5263	-104.1545	0.086231	30.0
190.0	17.52631	-108.3680	0.086231	30.0
190.0	17.52632	-103.0060	0.086231	30.0
190.0	17.52633	-103.2384	0.086231	30.0
190.0	17.52634	-106.7259	0.086231	30.0
190.0	17.52635	-105.1133	0.086231	30.0
190.0	17.52636	-110.6514	0.086231	30.0
190.0	17.52637	-112.1141	0.086231	30.0
190.0	17.52638	-105.8542	0.086231	30.0
190.0	17.52639	-101.3384	0.086231	30.0
190.0	17.5264	-101.2784	0.086231	30.0
190.0	17.52641	-102.1259	0.086231	30.0
190.0	17.52642	-102.1093	0.086231	30.0
190.0	17.52643	-107.8316	0.086231	30.0
190.0	17.52644	-106.3680	0.086231	30.0
190.0	17.52645	-102.9736	0.086231	30.0
190.0	17.52646	-105.5961	0.086231	30.0
190.0	17.52647	-110.2697	0.086231	30.0
190.0	17.52648	-101.5480	0.086231	30.0
190.0	17.52649	-101.6188	0.086231	30.0
190.0	17.5265	-103.7845	0.086231	30.0
190.0	17.52651	-104.0659	0.086231	30.0
190.0	17.52652	-105.9725	0.086231	30.0
190.0	17.52653	-101.0062	0.086231	30.0
190.0	17.52654	-101.0378	0.086231	30.0
190.0	17.52655	-106.8694	0.086231	30.0
190.0	17.52656	-107.4187	0.086231	30.0
190.0	17.52657	-113.5230	0.086231	30.0
190.0	17.52658	-105.5600	0.086231	30.0
190.0	17.52659	-105.9101	0.086231	30.0
190.0	17.5266	-106.0213	0.086231	30.0
190.0	17.52661	-105.5057	0.086231	30.0
190.0	17.52662	-107.5358	0.086231	30.0
190.0	17.52663	-107.9838	0.086231	30.0
190.0	17.52664	-107.5749	0.086231	30.0
190.0	17.52665	-101.7090	0.086231	30.0
190.0	17.52666	-101.4869	0.086231	30.0
190.0	17.52667	-107.2178	0.086231	30.0
190.0	17.52668	-106.0374	0.086231	30.0
190.0	17.52669	-108.6787	0.086231	30.0
190.0	17.5267	-108.0031	0.086231	30.0
190.0	17.52671	-114.0417	0.086231	30.0
190.0	17.52672	-106.1053	0.086231	30.0
190.0	17.52673	-104.8534	0.086231	30.0
190.0	17.52674	-108.7913	0.086231	30.0
190.0	17.52675	-104.4566	0.086231	30.0
190.0	17.52676	-104.6809	0.086231	30.0
190.0	17.52677	-104.7962	0.086231	30.0
190.0	17.52678	-104.3498	0.086231	30.0
190.0	17.52679	-103.6969	0.086231	30.0
190.0	17.5268	-102.1436	0.086231	30.0
190.0	17.52681	-102.8971	0.086231	30.0
190.0	17.52682	-102.6583	0.086231	30.0
190.0	17.52683	-105.2814	0.086231	30.0
190.0	17.52684	-103.9970	0.086231	30.0
190.0	17.52685	-103.6716	0.086231	30.0
190.0	17.52686	-108.0993	0.086231	30.0
190.0	17.52687	-109.6807	0.086231	30.0
190.0	17.52688	-107.8031	0.086231	30.0
190.0	17.52689	-104.2709	0.086231	30.0
190.0	17.5269	-103.2880	0.086231	30.0
190.0	17.52691	-99.8035	0.086231	30.0
190.0	17.52692	-99.4735	0.086231	30.0
190.0	17.52693	-105.4763	0.086231	30.0
190.0	17.52694	-103.7199	0.086231	30.0
190.0	17.52695	-99.8239	0.086231	30.0
190.0	17.52696	-102.8702	0.086231	30.0
190.0	17.52697	-103.8343	0.086231	30.0
190.0	17.52698	-103.9562	0.086231	30.0
190.0	17.52699	-108.0720	0.086231	30.0
190.0	17.527	-106.1359	0.086231	30.0
190.0	17.52701	-107.3654	0.086231	30.0
190.0	17.52702	-105.3778	0.086231	30.0
190.0	17.52703	-105.5864	0.086231	30.0
190.0	17.52704	-102.8943	0.086231	30.0
190.0	17.52705	-103.4134	0.086231	30.0
190.0	17.52706	-107.2435	0.086231	30.0
190.0	17.52707	-110.1637	0.086231	30.0
190.0	17.52708	-107.3531	0.086231	30.0
190.0	17.52709	-107.4109	0.086231	30.0
190.0	17.5271	-108.5434	0.086231	30.0
190.0	17.52711	-108.4188	0.086231	30.0
190.0	17.52712	-109.2061	0.086231	30.0
190.0	17.52713	-114.3539	0.086231	30.0
190.0	17.52714	-105.6680	0.086231	30.0
190.0	17.52715	-104.2941	0.086231	30.0
190.0	17.52716	-103.8657	0.086231	30.0
190.0	17.52717	-107.9916	0.086231	30.0
190.0	17.52718	-104.0286	0.086231	30.0
190.0	17.52719	-99.7942	0.086231	30.0
190.0	17.5272	-99.9800	0.086231	30.0
190.0	17.52721	-109.0201	0.086231	30.0
190.0	17.52722	-106.0873	0.086231	30.0
190.0	17.52723	-106.3747	0.086231	30.0
190.0	17.52724	-109.5434	0.086231	30.0
190.0	17.52725	-106.3242	0.086231	30.0
190.0	17.52726	-105.1192	0.086231	30.0
190.0	17.52727	-107.3968	0.086231	30.0
190.0	17.52728	-102.5521	0.086231	30.0
190.0	17.52729	-101.9277	0.086231	30.0
190.0	17.5273	-105.4968	0.086231	30.0
190.0	17.52731	-104.2820	0.086231	30.0
190.0	17.52732	-104.0781	0.086231	30.0
190.0	17.52733	-106.8465	0.086231	30.0
190.0	17.52734	-105.5210	0.086231	30.0
190.0	17.52735	-101.0800	0.086231	30.0
190.0	17.52736	-99.5780	0.086231	30.0
190.0	17.52737	-101.9490	0.086231	30.0
190.0	17.52738	-105.0920	0.086231	30.0
190.0	17.52739	-103.6262	0.086231	30.0
190.0	17.5274	-102.1328	0.086231	30.0
190.0	17.52741	-100.9707	0.086231	30.0
190.0	17.52742	-105.6382	0.086231	30.0
190.0	17.52743	-113.8180	0.086231	30.0
190.0	17.52744	-101.7033	0.086231	30.0
190.0	17.52745	-101.3676	0.086231	30.0
190.0	17.52746	-107.1960	0.086231	30.0
190.0	17.52747	-105.4564	0.086231	30.0
190.0	17.52748	-104.8768	0.086231	30.0
190.0	17.52749	-104.9700	0.086231	30.0
190.0	17.5275	-104.7532	0.086231	30.0
190.0	17.52751	-104.9706	0.086231	30.0
190.0	17.52752	-110.8832	0.086231	30.0
190.0	17.52753	-113.8350	0.086231	30.0
190.0	17.52754	-118.0564	0.086231	30.0
190.0	17.52755	-107.4048	0.086231	30.0
190.0	17.52756	-102.6674	0.086231	30.0
190.0	17.52757	-103.9958	0.086231	30.0
190.0	17.52758	-105.1497	0.086231	30.0
190.0	17.52759	-116.3698	0.086231	30.0
190.0	17.5276	-104.2291	0.086231	30.0
190.0	17.52761	-100.9810	0.086231	30.0
190.0	17.52762	-101.6644	0.086231	30.0
190.0	17.52763	-105.0884	0.086231	30.0
190.0	17.52764	-111.9496	0.086231	30.0
190.0	17.52765	-105.1695	0.086231	30.0
190.0	17.52766	-105.4560	0.086231	30.0
190.0	17.52767	-110.9269	0.086231	30.0
190.0	17.52768	-109.4104	0.086231	30.0
190.0	17.52769	-106.3701	0.086231	30.0
190.0	17.5277	-105.6499	0.086231	30.0
190.0	17.52771	-101.5743	0.086231	30.0
190.0	17.52772	-101.5891	0.086231	30.0
190.0	17.52773	-107.1891	0.086231	30.0
190.0	17.52774	-111.6443	0.086231	30.0
190.0	17.52775	-104.7298	0.086231	30.0
190.0	17.52776	-104.5120	0.086231	30.0
190.0	17.52777	-105.5908	0.086231	30.0
190.0	17.52778	-103.8654	0.086231	30.0
190.0	17.52779	-101.2660	0.086231	30.0
190.0	17.5278	-101.0652	0.086231	30.0
190.0	17.52781	-106.6418	0.086231	30.0
190.0	17.52782	-110.9514	0.086231	30.0
190.0	17.52783	-111.9330	0.086231	30.0
190.0	17.52784	-111.0036	0.086231	30.0
190.0	17.52785	-107.3813	0.086231	30.0
190.0	17.52786	-107.3494	0.086231	30.0
190.0	17.52787	-110.0183	0.086231	30.0
190.0	17.52788	-108.2985	0.086231	30.0
190.0	17.52789	-103.4039	0.086231	30.0
190.0	17.5279	-103.0390	0.086231	30.0
190.0	17.52791	-108.2857	0.086231	30.0
190.0	17.52792	-105.4641	0.086231	30.0
190.0	17.52793	-102.1853	0.086231	30.0
190.0	17.52794	-103.0856	0.086231	30.0
190.0	17.52795	-104.5636	0.086231	30.0
190.0	17.52796	-102.9538	0.086231	30.0
190.0	17.52797	-102.2677	0.086231	30.0
190.0	17.52798	-105.2700	0.086231	30.0
190.0	17.52799	-107.8399	0.086231	30.0
190.0	17.528	-106.9421	0.086231	30.0
190.0	17.52801	-104.1267	0.086231	30.0
190.0	17.52802	-100.7488	0.086231	30.0
190.0	17.52803	-100.9091	0.086231	30.0
190.0	17.52804	-103.5199	0.086231	30.0
190.0	17.52805	-102.2199	0.086231	30.0
190.0	17.52806	-105.3194	0.086231	30.0
190.0	17.52807	-108.5152	0.086231	30.0
190.0	17.52808	-112.6592	0.086231	30.0
190.0	17.52809	-114.0778	0.086231	30.0
190.0	17.5281	-109.6197	0.086231	30.0
190.0	17.52811	-109.3920	0.086231	30.0
190.0	17.52812	-103.4025	0.086231	30.0
190.0	17.52813	-102.5920	0.086231	30.0
190.0	17.52814	-105.6574	0.086231	30.0
190.0	17.52815	-113.6118	0.086231	30.0
190.0	17.52816	-109.0222	0.086231	30.0
190.0	17.52817	-109.0829	0.086231	30.0
190.0	17.52818	-110.0823	0.086231	30.0
190.0	17.52819	-104.9230	0.086231	30.0
190.0	17.5282	-104.3854	0.086231	30.0
190.0	17.52821	-107.1920	0.086231	30.0
190.0	17.52822	-106.4476	0.086231	30.0
190.0	17.52823	-104.0020	0.086231	30.0
190.0	17.52824	-105.5424	0.086231	30.0
190.0	17.52825	-104.3861	0.086231	30.0
190.0	17.52826	-104.5596	0.086231	30.0
190.0	17.52827	-104.8207	0.086231	30.0
190.0	17.52828	-102.4055	0.086231	30.0
190.0	17.52829	-104.7287	0.086231	30.0
190.0	17.5283	-106.0600	0.086231	30.0
190.0	17.52831	-102.4325	0.086231	30.0
190.0	17.52832	-104.1210	0.086231	30.0
190.0	17.52833	-105.7585	0.086231	30.0
190.0	17.52834	-99.9143	0.086231	30.0
190.0	17.52835	-99.0832	0.086231	30.0
190.0	17.52836	-105.6906	0.086231	30.0
190.0	17.52837	-101.8996	0.086231	30.0
190.0	17.52838	-101.8861	0.086231	30.0
190.0	17.52839	-105.9808	0.086231	30.0
190.0	17.5284	-113.6775	0.086231	30.0
190.0	17.52841	-111.2093	0.086231	30.0
190.0	17.52842	-108.7562	0.086231	30.0
190.0	17.52843	-107.1668	0.086231	30.0
190.0	17.52844	-103.6418	0.086231	30.0
190.0	17.52845	-103.6349	0.086231	30.0
190.0	17.52846	-107.5150	0.086231	30.0
190.0	17.52847	-108.4936	0.086231	30.0
190.0	17.52848	-101.3125	0.086231	30.0
190.0	17.52849	-101.2909	0.086231	30.0
190.0	17.5285	-107.3562	0.086231	30.0
190.0	17.52851	-106.0233	0.086231	30.0
190.0	17.52852	-110.8326	0.086231	30.0
190.0	17.52853	-105.5258	0.086231	30.0
190.0	17.52854	-104.1816	0.086231	30.0
190.0	17.52855	-103.5098	0.086231	30.0
190.0	17.52856	-100.7870	0.086231	30.0
190.0	17.52857	-100.7912	0.086231	30.0
190.0	17.52858	-101.3167	0.086231	30.0
190.0	17.52859	-105.9470	0.086231	30.0
190.0	17.5286	-105.8064	0.086231	30.0
190.0	17.52861	-103.6715	0.086231	30.0
190.0	17.52862	-103.4616	0.086231	30.0
190.0	17.52863	-108.0023	0.086231	30.0
190.0	17.52864	-105.6968	0.086231	30.0
190.0	17.52865	-103.9650	0.086231	30.0
190.0	17.52866	-103.1292	0.086231	30.0
190.0	17.52867	-103.3496	0.086231	30.0
190.0	17.52868	-98.2830	0.086231	30.0
190.0	17.52869	-98.3443	0.086231	30.0
190.0	17.5287	-103.5959	0.086231	30.0
190.0	17.52871	-112.9415	0.086231	30.0
190.0	17.52872	-106.9607	0.086231	30.0
190.0	17.52873	-102.6788	0.086231	30.0
190.0	17.52874	-104.1472	0.086231	30.0
190.0	17.52875	-103.7994	0.086231	30.0
190.0	17.52876	-104.6035	0.086231	30.0
190.0	17.52877	-107.5370	0.086231	30.0
190.0	17.52878	-108.4073	0.086231	30.0
190.0	17.52879	-111.9917	0.086231	30.0
190.0	17.5288	-107.4002	0.086231	30.0
190.0	17.52881	-100.2632	0.086231	30.0
190.0	17.52882	-100.4306	0.086231	30.0
190.0	17.52883	-114.4292	0.086231	30.0
190.0	17.52884	-106.7973	0.086231	30.0
190.0	17.52885	-105.7851	0.086231	30.0
190.0	17.52886	-103.6604	0.086231	30.0
190.0	17.52887	-103.6854	0.086231	30.0
190.0	17.52888	-108.8995	0.086231	30.0
190.0	17.52889	-110.9497	0.086231	30.0
190.0	17.5289	-108.9450	0.086231	30.0
190.0	17.52891	-107.1089	0.086231	30.0
190.0	17.52892	-105.1170	0.086231	30.0
190.0	17.52893	-105.8793	0.086231	30.0
190.0	17.52894	-111.9653	0.086231	30.0
190.0	17.52895	-110.3139	0.086231	30.0
190.0	17.52896	-104.3554	0.086231	30.0
190.0	17.52897	-103.1927	0.086231	30.0
190.0	17.52898	-100.3814	0.086231	30.0
190.0	17.52899	-98.8233	0.086231	30.0
190.0	17.529	-102.0744	0.086231	30.0
190.0	17.52901	-110.4234	0.086231	30.0
190.0	17.52902	-104.0295	0.086231	30.0
190.0	17.52903	-105.2149	0.086231	30.0
190.0	17.52904	-105.7180	0.086231	30.0
190.0	17.52905	-105.4593	0.086231	30.0
190.0	17.52906	-111.8023	0.086231	30.0
190.0	17.52907	-107.9404	0.086231	30.0
190.0	17.52908	-103.3828	0.086231	30.0
190.0	17.52909	-101.5097	0.086231	30.0
190.0	17.5291	-101.8176	0.086231	30.0
190.0	17.52911	-106.9450	0.086231	30.0
190.0	17.52912	-108.8377	0.086231	30.0
190.0	17.52913	-106.6262	0.086231	30.0
190.0	17.52914	-105.8414	0.086231	30.0
190.0	17.52915	-104.9709	0.086231	30.0
190.0	17.52916	-102.6273	0.086231	30.0
190.0	17.52917	-100.5524	0.086231	30.0
190.0	17.52918	-100.5592	0.086231	30.0
190.0	17.52919	-103.2570	0.086231	30.0
190.0	17.5292	-110.7736	0.086231	30.0
190.0	17.52921	-111.4183	0.086231	30.0
190.0	17.52922	-112.1393	0.086231	30.0
190.0	17.52923	-103.6486	0.086231	30.0
190.0	17.52924	-103.4721	0.086231	30.0
190.0	17.52925	-104.3617	0.086231	30.0
190.0	17.52926	-109.1542	0.086231	30.0
190.0	17.52927	-112.9368	0.086231	30.0
190.0	17.52928	-110.7231	0.086231	30.0
190.0	17.52929	-106.1852	0.086231	30.0
190.0	17.5293	-103.7658	0.086231	30.0
190.0	17.52931	-103.1527	0.086231	30.0
190.0	17.52932	-104.0890	0.086231	30.0
190.0	17.52933	-104.9311	0.086231	30.0
190.0	17.52934	-108.2331	0.086231	30.0
190.0	17.52935	-110.7746	0.086231	30.0
190.0	17.52936	-104.8060	0.086231	30.0
190.0	17.52937	-106.2449	0.086231	30.0
190.0	17.52938	-108.0400	0.086231	30.0
190.0	17.52939	-111.1338	0.086231	30.0
190.0	17.5294	-111.4282	0.086231	30.0
190.0	17.52941	-111.1839	0.086231	30.0
190.0	17.52942	-108.1449	0.086231	30.0
190.0	17.52943	-104.0147	0.086231	30.0
190.0	17.52944	-106.1133	0.086231	30.0
190.0	17.52945	-106.5129	0.086231	30.0
190.0	17.52946	-103.3276	0.086231	30.0
190.0	17.52947	-103.3057	0.086231	30.0
190.0	17.52948	-115.9276	0.086231	30.0
190.0	17.52949	-117.2241	0.086231	30.0
190.0	17.5295	-104.5049	0.086231	30.0
190.0	17.52951	-103.3417	0.086231	30.0
190.0	17.52952	-104.5253	0.086231	30.0
190.0	17.52953	-104.6813	0.086231	30.0
190.0	17.52954	-118.8377	0.086231	30.0
190.0	17.52955	-105.1225	0.086231	30.0
190.0	17.52956	-104.6735	0.086231	30.0
190.0	17.52957	-107.2353	0.086231	30.0
190.0	17.52958	-108.9547	0.086231	30.0
190.0	17.52959	-107.8085	0.086231	30.0
190.0	17.5296	-102.2082	0.086231	30.0
190.0	17.52961	-101.6355	0.086231	30.0
190.0	17.52962	-110.6157	0.086231	30.0
190.0	17.52963	-110.5596	0.086231	30.0
190.0	17.52964	-110.8680	0.086231	30.0
190.0	17.52965	-105.7188	0.086231	30.0
190.0	17.52966	-105.6059	0.086231	30.0
190.0	17.52967	-104.2630	0.086231	30.0
190.0	17.52968	-104.2215	0.086231	30.0
190.0	17.52969	-102.7192	0.086231	30.0
190.0	17.5297	-106.8368	0.086231	30.0
190.0	17.52971	-108.7080	0.086231	30.0
190.0	17.52972	-107.8407	0.086231	30.0
190.0	17.52973	-108.7064	0.086231	30.0
190.0	17.52974	-104.8881	0.086231	30.0
190.0	17.52975	-104.3010	0.086231	30.0
190.0	17.52976	-105.0018	0.086231	30.0
190.0	17.52977	-103.7906	0.086231	30.0
190.0	17.52978	-105.1184	0.086231	30.0
190.0	17.52979	-106.7110	0.086231	30.0
190.0	17.5298	-111.7641	0.086231	30.0
190.0	17.52981	-106.1996	0.086231	30.0
190.0	17.52982	-105.1112	0.086231	30.0
